project;commit;benchmark;params;f1;f2;f3;f4;f5
byte-buddy;;net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkCglib;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkCglib;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkJavassist;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegator;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddySpecialized;;2147483647;2147483647;41;2147483647;31
byte-buddy;;net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkByteBuddy;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkByteBuddyWithTypePool;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.ClassByImplementationBenchmark.baseline;;9;14;28;2147483647;22
byte-buddy;;net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJavassist;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.baseline;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkCglib;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixAndReusedDelegatorWithTypePool;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyWithTypePool;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJavassist;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithPrefix;;2147483647;2147483647;26;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkByteBuddy;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithProxy;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline;;35;44;16;44;10
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxy;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixWithTypePool;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.StubInvocationBenchmark.baseline;;46;7;9;5;9
byte-buddy;;net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJdkProxy;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkCglib;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkByteBuddy;;7;8;5;9;10
byte-buddy;;net.bytebuddy.benchmark.TrivialClassCreationBenchmark.baseline;;7;13;2147483647;5;5
byte-buddy;;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithAccessor;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkCglib;;38;15;12;11;22
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefix;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorWithTypePool;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkJavassist;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorAndReusedDelegatorWithTypePool;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixAndReusedDelegator;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJavassist;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegatorWithTypePool;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized;;2147483647;2147483647;2147483647;2147483647;2147483647
byte-buddy;;net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJdkProxy;;2147483647;2147483647;2147483647;2147483647;2147483647
