project;commit;benchmark;params;threshold;f2;f3;f4;f5;reachedForks;reachedF1;reachedF2;reachedF3;reachedF4;reachedF5
byte-buddy;;net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkCglib;;0.99;0.9527012115033455;0.990625125055852;0.9903006199468348;0.9987884406377883;3;38;21;37;23;28
byte-buddy;;net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkCglib;;0.99;0.9268859535908697;0.982470530647458;0.9859272568477956;0.9932868440246673;5;27;26;43;29;30
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor;;0.99;0.9578334693587941;0.8428810889729186;0.9614532095097481;0.9909439840838219;5;41;39;24;30;32
byte-buddy;;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkJavassist;;0.99;0.9856811788304343;0.3924034893143137;0.99070376987317;0.9672132357910622;4;25;44;19;11;36
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegator;;0.99;0.551776499748645;0.9677094150039814;0.9405177495470345;0.9645682138364176;2147483647;26;19;19;13;23
byte-buddy;;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddySpecialized;;0.99;1.0;1.0;1.0;1.0;2;6;10;7;14;12
byte-buddy;;net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy;;0.99;0.8978855569198966;0.9775321381301535;0.9581895636157105;0.9861492711296194;2147483647;22;33;15;15;14
byte-buddy;;net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkByteBuddy;;0.99;0.9104536434729472;0.9236136166587517;0.9962131944419895;0.9793117965012971;4;22;18;2147483647;36;22
byte-buddy;;net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkByteBuddyWithTypePool;;0.99;0.5378640748355867;0.6509679218072881;0.9680024704205327;0.9659945562600717;2147483647;27;38;28;43;31
byte-buddy;;net.bytebuddy.benchmark.ClassByImplementationBenchmark.baseline;;0.99;0.6541063944235833;0.5983170256670961;0.08371875962308162;0.8968140964203689;2147483647;11;13;48;23;20
byte-buddy;;net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJavassist;;0.99;0.9813132307010897;0.9855496915890288;0.9942889680167538;0.9961355788409932;4;18;21;20;38;19
byte-buddy;;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.baseline;;0.99;1.0;0.0;0.0;1.0;2;14;9;7;12;8
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkCglib;;0.99;0.8957012789092482;0.9930999705306129;0.9923149804197833;0.9917429661776216;3;36;25;33;19;21
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixAndReusedDelegatorWithTypePool;;0.99;0.9822882646825151;0.8558943806545419;0.9933072632759874;0.9593927838018934;4;34;22;19;19;33
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyWithTypePool;;0.99;0.5302662401621338;0.9514422785933581;0.9295188619848388;0.9868693615639175;2147483647;23;21;23;22;26
byte-buddy;;net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJavassist;;0.99;0.3960670818022908;0.9566591285763144;0.9704866439737636;0.9849273143190559;2147483647;33;11;14;29;26
byte-buddy;;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithPrefix;;0.99;1.0;1.0;1.0;1.0;2;10;12;11;6;8
byte-buddy;;net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkByteBuddy;;0.99;0.8050656786076108;0.9649959319337535;0.9893282013442373;0.9945773784087717;5;18;19;22;20;29
byte-buddy;;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithProxy;;0.99;1.0;0.0;0.9645720760911687;0.0;2;14;13;14;12;11
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline;;0.99;0.0;0.996624009831887;0.9469063534886613;0.9628845679261727;3;12;19;12;16;14
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxy;;0.99;0.9132237611427655;0.5921429023945634;0.8918246308975176;0.9786907371928902;2147483647;25;26;25;2147483647;20
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixWithTypePool;;0.99;0.705859864038512;0.8567240718366339;0.9709926113050522;0.29018330244976326;2147483647;32;25;16;18;23
byte-buddy;;net.bytebuddy.benchmark.StubInvocationBenchmark.baseline;;0.99;1.0;1.0;1.0;1.0;2;11;6;6;6;6
byte-buddy;;net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJdkProxy;;0.99;0.0;0.9608407781063334;0.9656560316572106;0.9319900686979762;2147483647;35;15;17;21;15
byte-buddy;;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkCglib;;0.99;0.9430920493883767;0.9771422579302126;0.7262652276501868;0.7085718655715574;2147483647;30;19;18;30;28
byte-buddy;;net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkByteBuddy;;0.99;1.0;1.0;1.0;1.0;2;6;6;6;6;6
byte-buddy;;net.bytebuddy.benchmark.TrivialClassCreationBenchmark.baseline;;0.99;0.2868384071895107;0.9263785558428472;0.6706856594128237;0.997332647492013;5;16;2147483647;14;9;16
byte-buddy;;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithAccessor;;0.99;0.0;0.4418977089067943;0.9722622408994094;0.9686934963535823;2147483647;19;38;24;33;17
byte-buddy;;net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkCglib;;0.99;1.0;1.0;1.0;1.0;2;6;6;6;6;6
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefix;;0.99;0.9697880470093003;0.9412793050504984;0.8612946043455177;0.9690665399647301;2147483647;20;26;19;26;16
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorWithTypePool;;0.99;0.9497936539580936;0.9111410418390765;0.9829305757759226;0.9858372988109774;2147483647;19;29;23;28;34
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkJavassist;;0.99;0.9416353869277706;0.9937312469662563;0.981350343198286;0.9923051747851904;3;26;25;19;28;50
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorAndReusedDelegatorWithTypePool;;0.99;0.24251797889451943;0.9569702575436847;0.9900615833113783;0.99468063210033;4;20;23;26;20;17
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixAndReusedDelegator;;0.99;0.9341746236157518;0.8939059522315875;0.9781638512700849;0.9835418554030372;2147483647;23;28;20;32;25
byte-buddy;;net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJavassist;;0.99;0.9907930936634777;0.0;0.0;0.9972673098531707;2;25;20;23;18;23
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegatorWithTypePool;;0.99;0.9308627722305017;0.8042863537490603;0.9404792083732055;0.9323824695177395;2147483647;31;39;23;30;2147483647
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized;;0.99;0.9285854352263052;0.9841125107288808;0.9683219337287727;0.9637822556342664;2147483647;19;19;27;23;14
byte-buddy;;net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJdkProxy;;0.99;0.97126811704647;0.9932574787554875;0.9744383043443833;0.9904029437828731;3;25;43;22;2147483647;26
byte-buddy;;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorAndReusedDelegator;;0.99;0.8651621134071513;0.9321406753556127;0.9750929515810254;0.9666485206887215;2147483647;38;17;28;32;32
