project;commit;benchmark;param;i6;i7;i8;i9;i10
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AbstractStringLayoutStringEncodingBenchmark.utf8GetBytes;;0.8657634;0.8657634;0.8657634;0.959350702;0.98444672
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AnnotationVsMarkerInterface.annotationMissing;;0;0.34632605;0.841617085;0.841617085;0.701761747
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AnnotationVsMarkerInterface.annotationPresent;;0.22367535;0.72646533;0.72646533;0.964121761;0.964121761
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AnnotationVsMarkerInterface.interfaceImplemented;;0.424209594;0.594578317;0.594578317;0.724863519;0.724863519
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AnnotationVsMarkerInterface.interfaceNotImpl;;0.819986613;0.939638234;0.939638234;0.939638234;0.990632368
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput10Params;;0.986881085;0.989535781;0.996114591;0.996114591;0.996114591
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput11Params;;0.980320744;0.901798578;0.901798578;0.901798578;0.901798578
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput1Param;;0.918548624;0.918548624;0.978122315;0.978122315;0.983486919
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput2Params;;0.925335527;0.925335527;0.925335527;0.925335527;0.962859988
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput3Params;;0.82600619;0.82600619;0.82600619;0.853431585;0.853431585
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput4Params;;0.746000702;0.746000702;0.906771958;0.906771958;0.906771958
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput5Params;;0.986276448;0.940357257;0.917030236;0.917030236;0.917030236
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput6Params;;0.978224841;0.986519187;0.990601653;0.993532199;0.993532199
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput7Params;;0.959788928;0.873890636;0.804477754;0.804477754;0.804477754
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput8Params;;0.887607474;0.89275518;0.978185874;0.990575098;0.990575098
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput9Params;;0.88244272;0.88244272;0.88244272;0.88244272;0.892723062
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughputSimple;;0.981810417;0.984662527;0.991183777;0.982049358;0.982049358
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1LocationBenchmark.throughputSimple;;0.780116532;0.970220553;0.970220553;0.982459367;0.982459367
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput10Params;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.978057331;0.979667357;0.979667357;0.990571987;0.990571987
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput10Params;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.921964685;0.977480772;0.977480772;0.977480772;0.977480772
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput10Params;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0.986025725;0.990918614;0.992650989;0.993499175;0.993499175
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput10Params;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;0.986244247;0.987328219;0.987328219;0.994575383;0.990761849
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput11Params;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.974654418;0.974654418;0.974654418;0.974654418;0.974654418
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput11Params;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.972531486;0.981959104;0.981959104;0.981959104;0.981959104
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput11Params;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0.987757445;0.987757445;0.987757445;0.987757445;0.971042413
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput11Params;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;0.983407957;0.983407957;0.989382103;0.9814092;0.9814092
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput1Param;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.944230609;0.987867155;0.987867155;0.987867155;0.989852691
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput1Param;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.93954116;0.984592637;0.983811565;0.983811565;0.983811565
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput1Param;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0.989639554;0.995636886;0.995636886;0.995636886;0.993137721
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput1Param;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;0.986454117;0.985556644;0.985556644;0.985556644;0.985556644
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput2Params;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.97583071;0.99209015;0.99209015;0.99209015;0.991023822
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput2Params;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.973196381;0.973196381;0.976075132;0.976075132;0.976075132
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput2Params;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0.988480349;0.990292573;0.990292573;0.990292573;0.992225321
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput2Params;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;0.966403799;0.986940412;0.986940412;0.986940412;0.986940412
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput3Params;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.972899413;0.985596119;0.985596119;0.985596119;0.990828963
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput3Params;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.944442495;0.982142187;0.982142187;0.988152209;0.988152209
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput3Params;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0.990597861;0.99140348;0.987469476;0.985328519;0.985328519
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput3Params;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;0.984007528;0.991058708;0.991058708;0.991058708;0.991058708
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput4Params;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.945689353;0.989071452;0.989345953;0.989555353;0.990233628
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput4Params;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.968980647;0.987916287;0.978833763;0.978833763;0.978833763
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput4Params;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0.985751012;0.981728741;0.981728741;0.981728741;0.981728741
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput4Params;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;0.985310162;0.985310162;0.985310162;0.985310162;0.985310162
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput5Params;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.97934365;0.982106656;0.991267333;0.985224121;0.985224121
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput5Params;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.983365831;0.989876147;0.988830365;0.988312616;0.988312616
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput5Params;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0.984889815;0.984889815;0.990424753;0.990424753;0.990424753
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput5Params;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;0.980131836;0.980131836;0.980131836;0.986803827;0.986803827
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput6Params;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.980872558;0.988434993;0.975352779;0.975352779;0.975352779
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput6Params;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.973011828;0.973011828;0.973011828;0.973011828;0.973011828
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput6Params;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0.978160471;0.993213635;0.993213635;0.993355046;0.993355046
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput6Params;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;0.976531258;0.976531258;0.976531258;0.98821877;0.988735844
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput7Params;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.959231174;0.989707086;0.994096959;0.994096959;0.984079668
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput7Params;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.982286987;0.991341916;0.991341916;0.991341916;0.986342994
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput7Params;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0.991395489;0.991395489;0.991395489;0.991395489;0.977386315
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput7Params;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;0.987898492;0.987898492;0.987898492;0.987898492;0.989096616
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput8Params;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.973965175;0.973965175;0.973965175;0.991588814;0.993673942
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput8Params;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.97078399;0.993910825;0.993910825;0.993910825;0.993910825
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput8Params;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0.967480722;0.98517082;0.993697802;0.993697802;0.993697802
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput8Params;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;0.986878846;0.986878846;0.988973991;0.988973991;0.988973991
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput9Params;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.602620106;0.972079138;0.98554634;0.98554634;0.98554634
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput9Params;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.9766744;0.987611906;0.988953284;0.988953284;0.988953284
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput9Params;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0.953787064;0.978585969;0.983868553;0.996273665;0.996273665
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput9Params;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;0.986150922;0.992118281;0.989836878;0.989836878;0.989836878
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughputSimple;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.958724159;0.958724159;0.990635852;0.990635852;0.990635852
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughputSimple;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.91212212;0.969803659;0.984713107;0.987325636;0.990846463
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughputSimple;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0.991456004;0.99362295;0.990882928;0.990882928;0.990882928
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughputSimple;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;0.990257481;0.990257481;0.990257481;0.990257481;0.990733403
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2LocationBenchmark.throughputSimple;configFileName=perf5AsyncApndDsrptrWithLoc-noOpAppender.xml;0.769064989;0.769064989;0.956349864;0.966593249;0.98964041
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2LocationBenchmark.throughputSimple;configFileName=perf5AsyncApndMpscQWithLoc-noOpAppender.xml;0.668309658;0.952165664;0.952165664;0.910677929;0.910677929
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2LocationBenchmark.throughputSimple;configFileName=perf5AsyncApndWithLoc-noOpAppender.xml;0.814571489;0.814571489;0.814571489;0.877961179;0.980004953
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2LocationBenchmark.throughputSimple;configFileName=perf5AsyncApndXferQWithLoc-noOpAppender.xml;0.875517297;0.875517297;0.931794513;0.84996564;0.84996564
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput10Params;;0.895925385;0.978143105;0.978143105;0.978143105;0.976840951
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput11Params;;0.948773766;0.943614657;0.943614657;0.943614657;0.943614657
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput1Param;;0.773095054;0.773095054;0.95521217;0.95521217;0.95521217
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput2Params;;0.963385628;0.963385628;0.963385628;0.963437275;0.963437275
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput3Params;;0.975021971;0.968896426;0.968896426;0.960150897;0.942637952
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput4Params;;0.751918416;0.651798859;0.651798859;0.651798859;0.651798859
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput5Params;;0.989930331;0.989930331;0.985535856;0.985535856;0.985155994
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput6Params;;0.977508339;0.977508339;0.977508339;0.977508339;0.977508339
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput7Params;;0.87028965;0.87028965;0.87028965;0.87028965;0.944377916
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput8Params;;0.899513879;0.899513879;0.899513879;0.980191424;0.980191424
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput9Params;;0.910108752;0.97030832;0.936446777;0.931119106;0.931119106
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughputSimple;;0.951152757;0.923083401;0.923083401;0.923083401;0.923083401
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackLocationBenchmark.throughputSimple;;0.953588969;0.953588969;0.953588969;0.953588969;0.953588969
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput10Params;;0.983920329;0.983920329;0.992101517;0.990235291;0.990235291
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput11Params;;0.977990214;0.977990214;0.977990214;0.977990214;0.977990214
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput1Param;;0.985959031;0.985959031;0.985959031;0.990844083;0.990844083
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput2Params;;0.974906464;0.980854391;0.980854391;0.980854391;0.986252677
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput3Params;;0.990542084;0.992609712;0.992609712;0.987512484;0.986210173
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput4Params;;0.978834332;0.978834332;0.978834332;0.978834332;0.988743021
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput5Params;;0.988354765;0.988354765;0.988354765;0.985700271;0.985700271
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput6Params;;0.989902162;0.990286579;0.990286579;0.990286579;0.989495953
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput7Params;;0.976121477;0.976121477;0.976121477;0.976121477;0.990720778
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput8Params;;0.983996739;0.983996739;0.988086181;0.989921739;0.991260116
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput9Params;;0.979080506;0.98789337;0.992703158;0.990561355;0.990561355
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughputSimple;;0.976481193;0.976481193;0.988891538;0.994403306;0.991269315
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersLocationBenchmark.throughputSimple;;0.182361714;0.905171472;0.979482146;0.979482146;0.979482146
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.baseline;;0.345304307;0.944729394;0.944729394;0.967181613;0.973095115
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.cachedClock;;0.717092584;0.717092584;0.717092584;0.717092584;0.984133289
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.coarseCachedClock;;0.732271678;0;0;0;0
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.fixedClock;;0.645483942;0.645483942;0.947374876;0.748178123;0.748178123
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.fixedFinalClock;;0.711437817;0.711437817;0.711437817;0.711437817;0.986443123
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.oldCachedClock;;0;0;0;0;0
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.systemClock;;0.907874107;0.938372899;0.949027512;0.979037089;0.952609858
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.systemCurrentTimeMillis;;0.657968299;0.793795419;0.88962445;0.955111487;0.986069135
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArrayList1Element;;0.622394682;0.622394682;0.731288786;0.731288786;0.731288786
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArrayList3Element;;0.787918894;0.787918894;0.941861352;0.941861352;0.941861352
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArraySet1Element;;0.317179812;0.317179812;0.939642626;0.939642626;0.939642626
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArraySet3Element;;0.909410741;0.942142917;0.932040587;0.931301379;0.931301379
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterMap1Element;;0.059358597;0.885733848;0.904459135;0.971168786;0.812901948
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterMap3Elements;;0.726233014;0.726233014;0.726233014;0.856341528;0.971729196
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.testBaseline;;0.37483863;0.527623787;0.527623787;0.967597672;0.967597672
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONFIG,queueFullPolicy=ENQUEUE;0.981337234;0.981337234;0.990499638;0.990499638;0.990499638
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONFIG,queueFullPolicy=ENQUEUE_UNSYNCHRONIZED;0.974843868;0.988517824;0.994231912;0.994231912;0.994231912
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONFIG,queueFullPolicy=SYNCHRONOUS;0.912213918;0.912213918;0.912213918;0.912213918;0.912213918
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONTEXT,queueFullPolicy=ENQUEUE;0.956004073;0.984538441;0.984538441;0.984538441;0.991370835
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONTEXT,queueFullPolicy=ENQUEUE_UNSYNCHRONIZED;0.98484803;0.98484803;0.98484803;0.993154212;0.993154212
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONTEXT,queueFullPolicy=SYNCHRONOUS;0.989287201;0.989287201;0.989287201;0.989287201;0.956765455
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.singleLoggingThread;asyncLoggerType=ASYNC_CONFIG,queueFullPolicy=ENQUEUE;0.984297671;0.984297671;0.984297671;0.984297671;0.984297671
