project;commit;benchmark;param;i6;i7;i8;i9;i10
;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.slf4jDebugStringConcatenation;;0.097175723;0.637588761;0.635438271;0.632104816;0.63920243
;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.slf4jIsDebugEnabled;;0.444668129;0.267411022;0.469770989;0.285216355;0.288705498
;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.julFile;;0.076115364;0.078694667;0.105113206;0.104649154;0.078504809
;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.log4j1File;;0.074993254;0.018326205;0.005798792;0.007189516;0.003296923
;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.log4j2AsyncAppender;;0.049509889;0.0465484;0.017619402;0.020542738;0.017497729
;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.log4j2AsyncDisruptor;;0.032897138;0.047584547;0.049413339;0.015516012;0.021428595
;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.log4j2AsyncLogger;;0.117214119;0.08684159;0.041191324;0.02427551;0.015900062
;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.log4j2File;;0.419371287;0.012192355;0.015707332;0.009341791;0.009626943
;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.log4j2RAF;;0.251887759;0.026563463;0.02737318;0.005069537;0.004527388
;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.logbackAsyncFile;;0.518984191;0.230043175;0.079093639;0.026770925;0.012885481
;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.logbackFile;;0.033516033;0.02572096;0.017446901;0.010978452;0.009128714
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param1JulFile;;0.06365213;0.058463978;0.046153622;0.0530939;0.055389485
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param1Log4j1Concat;;0.017341291;0.009360684;0.010523317;0.007208818;0.001691038
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param1Log4j2File;;0.283453807;0.352693384;0.360023773;0.198280433;0.195130869
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param1Log4j2RAF;;0.036505109;0.011318591;0.013316051;0.008522054;0.013188067
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param1LogbackFile;;0.053261477;0.053598919;0.015417776;0.015721353;0.002873433
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param3JulFile;;0.237925279;0.038672853;0.022925976;0.030557918;0.02899875
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param3Log4j1Concat;;0.014610627;0.010095963;0.016096878;0.01027173;0.0120982
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param3Log4j2File;;0.093354776;0.085418497;0.026164432;0.016512065;0.027648522
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param3Log4j2RAF;;0.032479801;0.020282174;0.020962363;0.009910964;0.005298496
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param3LogbackFile;;0.087205655;0.088536064;0.01490621;0.018238525;0.004097145
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.complexLog4j1;;0.040266749;0.047154422;0.046944637;0.007093117;0.006582018
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.complexLog4j2ExtendedThrowable;;0.250561901;0.042764098;0.03823957;0.041540779;0.005249837
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.complexLog4j2ExtendedThrowableAsync;;0.039162419;0.035495543;0.027921116;0.03725984;0.037559835
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.complexLog4j2Throwable;;0.018515705;0.004760623;0.002310958;0.006459931;0.005097191
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.complexLog4j2ThrowableAsync;;0.067167937;0.040415596;0.009263424;0.006089149;0.012333869
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.complexLogbackFile;;0.052812323;0.046487773;0.046825931;0.045447072;0.043828008
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.julFile;;0.19117286;0.01817681;0.020713052;0.015488886;0.015717454
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.log4j1;;0.297278427;0.429304376;0.470498765;0.149313307;0.169801754
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.log4j2ExtendedThrowable;;0.062895159;0.058872311;0.047069603;0.013650423;0.012367725
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.log4j2Throwable;;0.121123719;0.107296262;0.063901211;0.049333515;0.063836137
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.logbackFile;;0.576365108;0.569560174;0.01404876;0.014208457;0.010276484
;;org.apache.logging.log4j.perf.jmh.FileAppenderWithLocationBenchmark.log4j1File;;0.508330921;0.056110495;0.014216685;0.009705368;0.012798296
;;org.apache.logging.log4j.perf.jmh.FileAppenderWithLocationBenchmark.log4j2File;;0.451053291;0.386835824;0.445651836;0.387029004;0.03345873
;;org.apache.logging.log4j.perf.jmh.FileAppenderWithLocationBenchmark.log4j2RAF;;0.113446743;0.03570839;0.008051905;0.006332595;0.003530361
;;org.apache.logging.log4j.perf.jmh.FileAppenderWithLocationBenchmark.logbackFile;;0.252224707;0.035661554;0.032135393;0.034538068;0.03325034
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.latencyBaseline;;0.642976787;0.655455188;0.38490515;0.275699493;0.26573544
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.latencyParameterizedDouble;;0.566777479;0.399304973;0.041396703;0.012781256;0.011993168
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.latencyParameterizedString;;0.009541332;0.014776914;0.011208978;0.012304495;0.012106681
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.latencyStringFormatDouble;;0.115879546;0.042018373;0.012412451;0.008234272;0.010734077
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.latencyStringFormatString;;0.139105308;0.011827468;0.007735729;0.010109384;0.012408375
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputBaseline;;0.289032985;0.302784482;0.025641744;0.036191583;0.022037278
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputParameterizedDouble;;0.05605057;0.02292407;0.021011878;0.0188868;0.018975501
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputParameterizedString;;0.060352927;0.013795926;0.010138349;0.015588475;0.014905038
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputStringFormatDouble;;0.185276434;0.025965958;0.026389653;0.015179883;0.010515701
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputStringFormatString;;0.067199454;0.067377704;0.078737987;0.038686245;0.011990298
;;org.apache.logging.log4j.perf.jmh.GelfLayoutBenchmark.baseline;;0.303677341;0.281022869;0.272386355;0.284762114;0.282914398
;;org.apache.logging.log4j.perf.jmh.GelfLayoutBenchmark.log4j2Gelf;;0.627182288;0.554439097;0.60225538;0.613384924;0.594131099
;;org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testResponseTimeH2Exception;;0.125055527;0.248434723;0.112213821;0.122405567;0.128696826
;;org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testResponseTimeH2Message;;0.63285974;0.690064229;0.056167191;0.042585192;0.041768489
;;org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testResponseTimeHSQLDBException;;0.0622477;0.054187958;0.029326062;0.021445823;0.030766261
;;org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testResponseTimeHSQLDBMessage;;0.538031747;0.052703851;0.047424152;0.020738161;0.015821719
;;org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testThroughputH2Exception;;0.121104344;0.160963103;0.120553645;0.167416037;0.163471873
;;org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testThroughputH2Message;;0.157775679;0.140722415;0.153617353;0.136912218;0.136992164
;;org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testThroughputHSQLDBException;;0.21927506;0.059281761;0.004643265;0.003422485;0.008079011
;;org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testThroughputHSQLDBMessage;;0.506430697;0.152314639;0.012540225;0.037922028;0.031814946
;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testResponseTimeH2Exception;;0.746650954;0.125637263;0.130912661;0.128308218;0.008231238
;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testResponseTimeH2Message;;0.081335645;0.01593923;0.008178101;0.004031423;0.005969814
;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testResponseTimeHSQLDBException;;0.376337532;0.100142641;0.020545372;0.014160147;0.028619688
;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testResponseTimeHSQLDBMessage;;0.188198885;0.167906189;0.178698662;0.016967197;0.01032248
;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testThroughputH2Exception;;0.330228265;0.133150009;0.011435366;0.00771605;0.005506067
;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testThroughputH2Message;;0.472956296;0.36927852;0.035678662;0.024964388;0.016306206
;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testThroughputHSQLDBException;;0.178194723;0.052139448;0.041701198;0.013282075;0.014216143
;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testThroughputHSQLDBMessage;;0.34812556;0.352106685;0.012878585;0.010261289;0.008182582
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderConsole;;0.053246618;0.031159892;0.006978649;0.008053071;0.023923062
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderDirectConsole;;0.392921063;0.391933002;0.386792546;0.006561581;0.010105749
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderFile;;0.589742486;0.283976188;0.04634812;0.02997406;0.047850786
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderNoop;;0.260514092;0.279431944;0.279571092;0.282470519;0.278578031
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderRAF;;0.092804478;0.091204385;0.008675194;0.005402269;0.006868774
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderRewrite;;0.209438884;0.214404178;0.141754624;0.04629613;0.024062433
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.baseline;;0.095323589;0.071125791;0.026750763;0.008653391;0.010550607
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endConsole;;0.44288389;0.065932697;0.066119343;0.048632452;0.058044188
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endDirectConsole;;0.158539838;0.378125776;0.373572675;0.344931453;0.387456472
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endFile;;0.084493835;0.083945979;0.042305073;0.043147363;0.014345008
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endNoop;;0.0879907;0.050995112;0.033105187;0.042147136;0.047826386
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endRAF;;0.034614097;0.023192477;0.008044391;0.01171528;0.01170789
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endRewrite;;0.231158874;0.028104032;0.01831978;0.030266854;0.006828089
;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createLogEventWithExceptionUsingBuilder;;0.361832786;0.140069129;0.021016492;0.014919579;0.018649032
;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createLogEventWithoutException;;0.33041795;0.352438852;0.351980475;0.161619811;0.027715237
;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createLogEventWithoutExceptionUsingBuilder;;0.249089069;0.027685782;0.035335048;0.043945093;0.011919906
;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createSerializableLogEventProxyWithException;;0.758360831;0.765085414;0.007167568;0.010544321;0.006778042
;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createSerializableLogEventProxyWithoutException;;0.053275337;0.052640026;0.01473726;0.002925568;0.002008527
;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createSerializableLogEventProxyWithoutExceptionWithLocation;;0.198727669;0.024724717;0.004873874;0.003146235;0.008782935
;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.getSourceLocationOfLogEvent;;0.487303224;0.634856137;0.622759451;0.147243627;0.145051767
;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.testBaseline;;0.460263004;0.202382467;0.287949679;0.282632234;0.290319829
;;org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithCountersAndLock;;0.508769016;0.253724165;0.423511512;0.439911199;0.426607877
;;org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithCountersNoLocks;;0.461708778;0.766980908;0.55099652;0.299363524;0.292575405
;;org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithCountersRetryAfterReconfig;;0.781223391;0.338598546;0.345430729;0.048937284;0.050111679
;;org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithoutCountersOrLocks;;0.815420408;0.501557145;0.518590297;0.019708763;0.024516995
;;org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.testBaseline;;0.138637478;0.145575779;0.037739455;0.017950337;0.280402201
;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.baseline;;0.138601354;0.118579923;0.050226844;0.044126253;0.04919061
;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.log4jParentMarker;;0.201187225;0.21974064;0.216865167;0.01510462;0.015497483
;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.log4jSimpleMarker;;0.625485244;0.676564267;0.674480372;0.678035013;0.678743402
;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.log4jTooFine;;0.375843508;0.274267747;0.270646296;0.277115616;0.28081186
;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackParentMarker;;0.039049458;0.021126414;0.016187615;0.019070944;0.016284032
;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackSimpleMarker;;0.479309927;0.450269989;0.040656855;0.058087571;0.056749241
;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackTooFine;;0.294254861;0.300293944;0.306641834;0.302319866;0.013534403
;;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.baseline;size=0;0.293088477;0.28907661;0.308720828;0.30476786;0.286400888
;;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.baseline;size=4;0.578395;0.29922355;0.284190895;0.288539657;0.290585717
;;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.log4jThreadContextFilter;size=0;0.092347124;0.099168457;0.10527353;0.010393074;0.018414119
;;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.log4jThreadContextFilter;size=4;0.537318692;0.543768349;0.534061416;0.025205446;0.029443325
;;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.slf4jMDCFilter;size=0;0.554399772;0.341011977;0.335547833;0.022654664;0.040906615
;;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.slf4jMDCFilter;size=4;0.293956933;0.027301339;0.022015882;0.026081901;0.006332351
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput10Params;;0.188067397;0.033182493;0.034141888;0.018546822;0.01353231
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput11Params;;0.270332935;0.013823793;0.011996762;0.008450096;0.006906377
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput1Param;;0.088360931;0.071402127;0.072080965;0.031399613;0.033599223
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput2Params;;0.153175097;0.064937933;0.018978093;0.018272165;0.012340902
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput3Params;;0.643324336;0.071910161;0.075028125;0.072966344;0.07772474
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput4Params;;0.014907391;0.017621868;0.021587701;0.014021082;0.023843581
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput5Params;;0.620901231;0.063775017;0.079857797;0.01717659;0.017187914
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput6Params;;0.359137288;0.062866248;0.033576047;0.033709644;0.022629464
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput7Params;;0.038555242;0.02823267;0.030660424;0.007329873;0.008615064
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput8Params;;0.392318177;0.117456706;0.132232673;0.140672859;0.13743511
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput9Params;;0.345632618;0.04917148;0.042116959;0.009875518;0.022287697
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughputSimple;;0.469947747;0.497927583;0.469733741;0.075820442;0.015476688
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULLocationBenchmark.throughputSimple;;0.490383124;0.117028915;0.020776953;0.011029123;0.017864834
;;org.apache.logging.log4j.perf.jmh.NanotimeBenchmark.baseline;;0.53981525;0.035684855;0.276883749;0.280497362;0.304506102
;;org.apache.logging.log4j.perf.jmh.NanotimeBenchmark.granularity_nanotime;;0.238546592;0.331785848;0.33364903;0.195131406;0.064040443
;;org.apache.logging.log4j.perf.jmh.NanotimeBenchmark.latency_nanotime;;0.137253378;0.139190158;0.019896409;0.006965452;0.014831648
;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageBenchmark.classicGetFormattedMsg;;0.121967329;0.030207315;0.008206411;0.006244921;0.009371874
;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageBenchmark.refactoredFormatTo;;0.261044174;0.010578391;0.003084283;0.001881906;0.001639537
;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageBenchmark.refactoredGetFormattedMsg;;0.110666078;0.114270409;0.007301599;0.004732804;0.007048909
;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark.format0;;0.465970199;0.05893152;0.043248107;0.016916519;0.016582136
;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark.format0_inlined2;;0.117266878;0.068414775;0.028550619;0.01400346;0.00991725
;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark.format;;0.634144711;0.013159774;0.025023265;0.039392443;0.021446769
;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark.formatStringArgs;;0.394965259;0.037326817;0.008169554;0.007381152;0.00716214
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayC;;0.232581477;0.282360005;0.058417942;0.077545965;0.071200299
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayD;;0.09435583;0.111050594;0.099798328;0.026380246;0.010480084
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayM;;0.767401633;0.114200305;0.043967;0.031505242;0.007536776
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMC;;0.38130993;0.270515436;0.040096661;0.006109273;0.009256117
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMCD;;0.804662938;0.112624068;0.105816136;0.0166507;0.006884173
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMCDEx;;0.645300986;0.092019934;0.067571877;0.01010094;0.01532613
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMCNoSpace;;0.0658207;0.070241176;0.069102185;0.013919579;0.01042784
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMD;;0.060978664;0.031023308;0.032625173;0.007725891;0.008841823
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMDEx;;0.272239962;0.053138842;0.032750671;0.013793581;0.011222522
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMDNoSpace;;0.684406916;0.069349215;0.010684892;0.016225702;0.023119993
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMEx;;0.039923332;0.028639351;0.007145548;0.008074118;0.012429915
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArraySpace;;0.469191846;0.471585242;0.470866526;0.155625237;0.007584126
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableC;;0.625353036;0.235371244;0.294680257;0.299354901;0.293973148
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableD;;0.901535077;0.132535964;0.137810875;0.01631402;0.009392732
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableM;;0.474917178;0.484261413;0.07627147;0.023607329;0.008515969
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMC;;0.153004482;0.122971743;0.044426838;0.024611381;0.01253155
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMCD;;0.137520553;0.039658213;0.002711291;0.002605403;0.006816659
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMCDEx;;0.106937839;0.008844985;0.001322199;0.004208114;0.012184031
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMCNoSpace;;0.16761921;0.17366871;0.180243989;0.027107263;0.043608167
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMD;;0.114068147;0.124261508;0.125819811;0.025795218;0.013258241
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMDEx;;0.132961811;0.127680206;0.021058111;0.003701708;0.006245747
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMDNoSpace;;0.747023319;0.128726753;0.061818882;0.037860138;0.036987246
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMEx;;0.144424982;0.143185913;0.135437666;0.043636785;0.014850156
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableSpace;;0.95435137;0.345365134;0.337654086;0.302734967;0.342768052
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.stringGetBytes;;0.585173093;0.624901076;0.597754334;0.057085828;0.040407206
;;org.apache.logging.log4j.perf.jmh.PatternLayoutComparisonBenchmark.log4j2;;0.155957913;0.031187601;0.036089114;0.032811533;0.014453031
;;org.apache.logging.log4j.perf.jmh.PatternLayoutComparisonBenchmark.logback;;0.168785116;0.020704608;0.017612118;0.016639855;0.012973249
;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.baseline;;0.255838785;0.160592505;0.171995957;0.024398191;0.01815804
;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.locationLocatorGetMethod;;0.028150647;0.040671205;0.036779351;0.578437187;0.571367948
;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.reflectionUtilGetClass;;0.295621968;0.031606321;0.009828153;0.011544813;0.043772649
;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test01_getCallerClassNameFromStackTrace;;0.075327367;0.019349246;0.005182342;0.007306625;0.007262618
;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test02_getCallerClassNameFromThreadStackTrace;;0.071322991;0.028704588;0.034356189;0.010212396;0.004671994
;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test03_getCallerClassNameReflectively;;0.13497475;0.137965874;0.007229691;0.01442208;0.011215877
;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test05_getStackTraceClassForClassName;;0.295445975;0.228099823;0.023388083;0.026419013;0.011021555
;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test06_getThreadStackTraceClassForClassName;;0.056758263;0.034979912;0.003847869;0.019261566;0.017405333
;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test07_getReflectiveCallerClassUtility;;0.00611718;0.010115324;0.010973492;0.007448191;0.007061294
;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test09_getMessageUsingNew;;0.563561943;0.216096229;0.173579379;0.008736408;0.007681586
;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test10_getMessageUsingReflection;;0.234745584;0.153286377;0.155423829;0.153660761;0.148348756
;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test11_getClassContextViaCallerClass;;0.133570167;0.099673104;0.040875264;0.062247783;0.063536115
;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test12_getClassContextViaSecurityManager;;0.034802217;0.023109628;0.018938214;0.009261176;0.007313219
;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testBaselineResponseTime;;0.481793214;0.487477508;0.02545443;0.019406827;0.00474522
;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testBaselineThroughput;;0.575301012;0.278312976;0.115864671;0.124042232;0.355430905
;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testDebugDisabledMessageResponseTime;;0.052987175;0.065981012;0.033552924;0.040579732;0.037674988
;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testDebugDisabledResponseTime;;0.4034373;0.42468034;0.022474594;0.282638548;0.282414921
;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testDebugDisabledThroughput;;0.470572645;0.493526696;0.029576693;0.027937557;0.290668693
;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testDebugMessageDisabledThroughput;;0.514930592;0.556144031;0.554139202;0.055488644;0.030501555
;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testIsDebugEnabledResponseTime;;0.377346694;0.38241727;0.318382439;0.28947542;0.005919698
;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testIsDebugEnabledThroughput;;0.284969107;0.290039161;0.292524407;0.2889514;0.294258933
;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testIsEnabledLevelResponseTime;;0.79023213;0.80454959;NaN;NaN;NaN
;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testIsEnabledLevelThroughput;;0.676189567;0.700849745;0.719912734;0.032891805;0.041978409
;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.cloneArrayContextData;count=5,length=20;0.151816785;0.176267542;0.161412404;0.032416319;0.026632342
;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.cloneArrayContextData;count=500,length=20;0.006564387;0.005985529;0.004249503;0.00534519;0.006535148
;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.cloneHashContextData;count=5,length=20;0.421405169;0.024034008;0.03709083;0.021202268;0.023902821
;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.cloneHashContextData;count=500,length=20;0.007514759;0.004160043;0.00452568;0.004297276;0.003416779
;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.cloneMap;count=5,length=20;0.772027702;0.148891482;0.077401569;0.05888654;0.075025503
;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.cloneMap;count=500,length=20;0.110182133;0.01968837;0.006834002;0.002710284;0.001630323
