project;commit;benchmark;param;i9;i10;i10 - i9;i90;i100;i100 -i90
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMD;;0.992578104;0.989742566;-0.002835538;0.994603704;0.990609562;-0.003994142
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMDEx;;0.986901553;0.995477593;0.00857604;0.994980473;0.997098672;0.002118199
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMDNoSpace;;0.996428874;0.99377651;-0.002652364;0.997001804;0.99537723;-0.001624574
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMEx;;0.993866777;0.994635172;0.000768395;0.995916787;0.997559711;0.001642924
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableSpace;;0.995229166;0.993951528;-0.001277638;0.994965617;0.994496839;-0.000468778
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.stringGetBytes;;0.992613246;0.976809621;-0.015803625;0.998762818;0.997096918;-0.0016659
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutComparisonBenchmark.log4j2;;0.99570366;0.992529033;-0.003174627;0.996518329;0.997112715;0.000594386
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutComparisonBenchmark.logback;;0.991652231;0.988588047;-0.003064184;0.995370496;0.996143022;0.000772526
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.baseline;;0.987871998;0.994462416;0.006590418;0.991222755;0.994884331;0.003661576
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.locationLocatorGetMethod;;0.983432042;0.994480397;0.011048355;0.998355889;0.994176933;-0.004178956
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.reflectionUtilGetClass;;0.991165871;0.995792827;0.004626956;0.99643245;0.996511393;7.89E-05
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test01_getCallerClassNameFromStackTrace;;0.99447006;0.989554655;-0.004915405;0.969203721;0.990649843;0.021446122
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test02_getCallerClassNameFromThreadStackTrace;;0.995066271;0.997700175;0.002633904;0.997855701;0.995535684;-0.002320017
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test03_getCallerClassNameReflectively;;0.995661984;0.995855432;0.000193448;0.994534703;0.996178117;0.001643414
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test05_getStackTraceClassForClassName;;0.99600813;0.993694825;-0.002313305;0.988611247;0.997930989;0.009319742
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test06_getThreadStackTraceClassForClassName;;0.997399006;0.991931236;-0.00546777;0.996953576;0.992446676;-0.0045069
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test07_getReflectiveCallerClassUtility;;0.993251529;0.99341777;0.000166241;0.989298458;0.992401254;0.003102796
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test09_getMessageUsingNew;;0.992883441;0.994324245;0.001440804;0.984776362;0.991908962;0.0071326
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test10_getMessageUsingReflection;;0.988529517;0.995566267;0.00703675;0.995362027;0.997240549;0.001878522
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test11_getClassContextViaCallerClass;;0.900462813;0.990218104;0.089755291;0.995856662;0.979510886;-0.016345776
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test12_getClassContextViaSecurityManager;;0.97069103;0.995201398;0.024510368;0.999694564;0.982367271;-0.017327293
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testBaselineResponseTime;;0.995314407;0.996512093;0.001197686;0.996521582;0.99351019;-0.003011392
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testBaselineThroughput;;0.989710461;0.704593271;-0.28511719;0.991870699;0.986998629;-0.00487207
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testDebugDisabledMessageResponseTime;;0.964201685;0.732512911;-0.231688774;0.994119541;0.994402949;0.000283408
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testDebugDisabledResponseTime;;0.734075783;0.999419017;0.265343234;0.989990784;0.995467553;0.005476769
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testDebugDisabledThroughput;;0.744620514;0.998547271;0.253926757;0.991363182;0.99513441;0.003771228
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testDebugMessageDisabledThroughput;;0.991073491;0.957377186;-0.033696305;0.99631053;0.994065096;-0.002245434
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testIsDebugEnabledResponseTime;;0.980954958;0.996803094;0.015848136;0.995586647;0.994777232;-0.000809415
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testIsDebugEnabledThroughput;;0.992186855;0.997197494;0.005010639;0.96479097;0.783533539;-0.181257431
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testIsEnabledLevelResponseTime;;0;0;0;0.997021378;0.985599076;-0.011422302
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testIsEnabledLevelThroughput;;0.998062123;0.991509414;-0.006552709;0.986167477;0.998071938;0.011904461
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.cloneArrayContextData;count=5,length=20;0.99430992;0.992540273;-0.001769647;0.987649907;0.996124129;0.008474222
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.cloneArrayContextData;count=500,length=20;0.992306994;0.998108402;0.005801408;0.994393931;0.995062928;0.000668997
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.cloneHashContextData;count=5,length=20;0.98441149;0.990029329;0.005617839;0.99340306;0.995412329;0.002009269
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.cloneHashContextData;count=500,length=20;0.994182097;0.99425539;7.33E-05;0.99231287;0.995893836;0.003580966
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.cloneMap;count=5,length=20;0.983856898;0.993546953;0.009690055;0.994561552;0.994973197;0.000411645
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.cloneMap;count=500,length=20;0.99679758;0.994239633;-0.002557947;0.995982296;0.999663075;0.003680779
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.getValueArrayContextData;count=5,length=20;0.997457851;0.999223577;0.001765726;0.996387882;0.759765574;-0.236622308
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.getValueArrayContextData;count=500,length=20;0.993285385;0.996536649;0.003251264;0.998383202;0.99821622;-0.000166982
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.getValueHashContextData;count=5,length=20;0.988593915;0.984953453;-0.003640462;0.998428967;0.995992483;-0.002436484
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.getValueHashContextData;count=500,length=20;0.998259763;0.924599848;-0.073659915;0.988417265;0.996193582;0.007776317
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.getValueMap;count=5,length=20;0.995774639;0.995812695;3.81E-05;0.99735114;0.992680691;-0.004670449
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.getValueMap;count=500,length=20;0.991580266;0.993245674;0.001665408;0.986206978;0.963451617;-0.022755361
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateArrayContextDataBiConsumer;count=5,length=20;0.995553865;0.996684312;0.001130447;0.995570329;0.990852338;-0.004717991
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateArrayContextDataBiConsumer;count=500,length=20;0.883535161;0.82395852;-0.059576641;0;0;0
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateArrayContextDataTriConsumer;count=5,length=20;0.996987457;0.981398599;-0.015588858;0.993898018;0.99619419;0.002296172
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateArrayContextDataTriConsumer;count=500,length=20;0.988192797;0.983941259;-0.004251538;0.995234372;0.9965526;0.001318228
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateHashContextDataBiConsumer;count=5,length=20;0.994364261;0.998899139;0.004534878;0.993639292;0.978422288;-0.015217004
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateHashContextDataBiConsumer;count=500,length=20;0.993106912;0.980957852;-0.01214906;0.987002563;0.992382365;0.005379802
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateHashContextDataTriConsumer;count=5,length=20;0.95667423;0.996129364;0.039455134;0.991119838;0.991567753;0.000447915
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateHashContextDataTriConsumer;count=500,length=20;0.998683075;0.99881579;0.000132715;0.997529411;0.990876425;-0.006652986
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateMap;count=5,length=20;0.969856612;0.993213877;0.023357265;0.991556506;0.997480347;0.005923841
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateMap;count=500,length=20;0.987596224;0.993941162;0.006344938;0.993703435;0.991833234;-0.001870201
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putAllArrayContextData;count=5,length=20;0.994106961;0.998241021;0.00413406;0.997121148;0.993067262;-0.004053886
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putAllArrayContextData;count=500,length=20;0.251008456;0.886599285;0.635590829;0.99710439;0.993787059;-0.003317331
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putAllHashContextData;count=5,length=20;0.996480386;0.992503452;-0.003976934;0.991931294;0.995194011;0.003262717
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putAllHashContextData;count=500,length=20;0.99399604;0.99515102;0.00115498;0.99524537;0.994383864;-0.000861506
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putAllMap;count=5,length=20;0.994863139;0.996806815;0.001943676;0.998529112;0.994723724;-0.003805388
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putAllMap;count=500,length=20;0.995362266;0.997377309;0.002015043;0.988363644;0.995531261;0.007167617
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putArrayContextData;count=5,length=20;0.945194403;0.989408345;0.044213942;0.993650472;0.978434151;-0.015216321
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putArrayContextData;count=500,length=20;0.996645363;0.992661714;-0.003983649;0.792301017;0.995032506;0.202731489
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putHashContextData;count=5,length=20;0.995459733;0.998483987;0.003024254;0.989639942;0.988679195;-0.000960747
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putHashContextData;count=500,length=20;0.959413567;0.973254091;0.013840524;0.995327959;0.997743702;0.002415743
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putMap;count=5,length=20;0.996075393;0.995790926;-0.000284467;0;0;0
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putMap;count=500,length=20;0.989616307;0.963093554;-0.026522753;0.995840542;0.994740458;-0.001100084
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringBuilderEscapeBenchmark.escapeJsonLargeString;;0.990164795;0.758475589;-0.231689206;0.994790568;0.996025169;0.001234601
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringBuilderEscapeBenchmark.escapeXmlLargeString;;0.871182361;0.759172171;-0.11201019;0.993938253;0.997249656;0.003311403
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.defaultStringGetBytes;;0.995419147;0.993387603;-0.002031544;0.996704738;0.993857018;-0.00284772
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.defaultStringGetBytesCharSet;;0.994528774;0.997628633;0.003099859;0.993052098;0.996326192;0.003274094
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.defaultStringGetBytesString;;0.981491789;0.991931804;0.010440015;0.992356462;0.992586284;0.000229822
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.iso8859_1CustomCastToByte;;0.990797383;0.99810856;0.007311177;0.978564812;0.997392633;0.018827821
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.iso8859_1CustomPortedJDK8;;0.996328207;0.995143301;-0.001184906;0.994872487;0.994430858;-0.000441629
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.iso8859_1CustomPortedJDK8CopyArray;;0.993368893;0.985739442;-0.007629451;0.729961245;0.99366587;0.263704625
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.iso8859_1CustomVerifyAndCast;;0.98967914;0.991643286;0.001964146;0.989498473;0.991543906;0.002045433
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.iso8859_1Encoder;;0.996160921;0.995692646;-0.000468275;0.993687089;0.98289991;-0.010787179
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.iso8859_1StringGetBytesCharSet;;0.965806187;0.991407081;0.025600894;0.96789392;0.994303785;0.026409865
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.iso8859_1StringGetBytesString;;0.990793134;0.994376354;0.00358322;0.993318977;0.994658963;0.001339986
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.shiftJisEncoder;;0.987629399;0.380629287;-0.607000112;0.997790992;0.993077792;-0.0047132
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.shiftJisStringGetBytesCharSet;;0.990937095;0.990233073;-0.000704022;0.993301277;0.996461488;0.003160211
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.shiftJisStringGetBytesString;;0.98297614;0.995471172;0.012495032;0.996499289;0.880029489;-0.1164698
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.usAsciiStringGetBytesCharSet;;0.984365934;0.996487245;0.012121311;0.994160862;0.995572499;0.001411637
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.usAsciiStringGetBytesString;;0.992091531;0.73372891;-0.258362621;0.996670131;0.989604299;-0.007065832
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark.byteArrayMCD;;0.991544268;0.988316666;-0.003227602;0.995157889;0.995684627;0.000526738
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark.encodeMCD;;0.971614128;0.990091992;0.018477864;0.991086955;0.991563436;0.000476481
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark.serializableMCD;;0.991311488;0.996679012;0.005367524;0.990695594;0.993987908;0.003292314
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark.stringGetBytes;;0.917712563;0.984876706;0.067164143;0.994703703;0.998160061;0.003456358
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark.textEncoderEncode;;0.990577807;0.992841487;0.00226368;0.989603091;0.995392139;0.005789048
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark.toStringMCD;;0.996737258;0.995880844;-0.000856414;0.995234891;0.996373878;0.001138987
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=5,threadContextMapAlias=CopyOpenHash;0.947548986;0.99537296;0.047823974;0.996489994;0.99469586;-0.001794134
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=5,threadContextMapAlias=CopySortedArray;0.966065261;0.944778019;-0.021287242;0.995568438;0.989892635;-0.005675803
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=5,threadContextMapAlias=Default;0.994539898;0.992357324;-0.002182574;0.995970746;0.999293054;0.003322308
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=5,threadContextMapAlias=NoGcOpenHash;0.981125875;0.974145452;-0.006980423;0.532762107;0.981926556;0.449164449
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=5,threadContextMapAlias=NoGcSortedArray;0.988607697;0.984805791;-0.003801906;0.995442143;0.993917366;-0.001524777
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=50,threadContextMapAlias=CopyOpenHash;0.992339643;0.995326928;0.002987285;0.995019853;0.935577027;-0.059442826
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=50,threadContextMapAlias=CopySortedArray;0.992515152;0.988998456;-0.003516696;0.996812871;0.988756188;-0.008056683
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=50,threadContextMapAlias=Default;0.989374832;0.99173625;0.002361418;0.997951198;0.989375855;-0.008575343
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=50,threadContextMapAlias=NoGcOpenHash;0.994727148;0.99807684;0.003349692;0.998740402;0.99648575;-0.002254652
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=50,threadContextMapAlias=NoGcSortedArray;0.993537555;0.977820941;-0.015716614;0.996505148;0.996804507;0.000299359
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=500,threadContextMapAlias=CopyOpenHash;0.995079001;0.993774547;-0.001304454;0.987183136;0.992972917;0.005789781
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=500,threadContextMapAlias=CopySortedArray;0.978116832;0.997274782;0.01915795;0.998236108;0.982428393;-0.015807715
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=500,threadContextMapAlias=Default;0.976575492;0.994048619;0.017473127;0.982682442;0.99295415;0.010271708
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=500,threadContextMapAlias=NoGcOpenHash;0.988396888;0.982863987;-0.005532901;0.680886307;0.998636847;0.31775054
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=500,threadContextMapAlias=NoGcSortedArray;0.982973191;0.992450198;0.009477007;0.988938987;0.994312991;0.005374004
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=5,threadContextMapAlias=CopyOpenHash;0.98479066;0.988585922;0.003795262;0.992678186;0.99071912;-0.001959066
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=5,threadContextMapAlias=CopySortedArray;0.982813763;0.98490975;0.002095987;0.994513994;0.994329813;-0.000184181
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=5,threadContextMapAlias=Default;0.991604637;0.998596856;0.006992219;0.857098975;0.687875277;-0.169223698
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=5,threadContextMapAlias=NoGcOpenHash;0.980043152;0.991672745;0.011629593;0.998848706;0.995116333;-0.003732373
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=5,threadContextMapAlias=NoGcSortedArray;0.989439998;0.987258967;-0.002181031;0.70303075;0.996457413;0.293426663
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=50,threadContextMapAlias=CopyOpenHash;0.994053467;0.996924463;0.002870996;0;0;0
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=50,threadContextMapAlias=CopySortedArray;0.991706146;0.995504913;0.003798767;0.998725971;0.996900211;-0.00182576
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=50,threadContextMapAlias=Default;0.967269013;0.987997981;0.020728968;0.992690379;0.991766314;-0.000924065
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=50,threadContextMapAlias=NoGcOpenHash;0.996601285;0.996973415;0.00037213;0.996499399;0.998219293;0.001719894
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=50,threadContextMapAlias=NoGcSortedArray;0.9995086;0.994648908;-0.004859692;0.988475404;0.997224323;0.008748919
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=500,threadContextMapAlias=CopyOpenHash;0;0;0;0.990171218;0.990010626;-0.000160592
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=500,threadContextMapAlias=CopySortedArray;0.998413853;0.993960358;-0.004453495;0.998013543;0.988952495;-0.009061048
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=500,threadContextMapAlias=Default;0.991970935;0.746639562;-0.245331373;0.987894663;0.991841316;0.003946653
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=500,threadContextMapAlias=NoGcOpenHash;0.994393486;0.995416276;0.00102279;0.99494962;0.997592525;0.002642905
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=500,threadContextMapAlias=NoGcSortedArray;0.992691253;0.97551741;-0.017173843;0.99633048;0.998506273;0.002175793
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=5,threadContextMapAlias=CopyOpenHash;0.993517313;0.989717835;-0.003799478;0.99478375;0.999914477;0.005130727
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=5,threadContextMapAlias=CopySortedArray;0.994282034;0.985566844;-0.00871519;0.986216485;0.983832769;-0.002383716
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=5,threadContextMapAlias=Default;0.994556327;0.98873237;-0.005823957;0.989792685;0;-0.989792685
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=5,threadContextMapAlias=NoGcOpenHash;0.983960396;0.992522499;0.008562103;0.985465992;0.968957815;-0.016508177
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=5,threadContextMapAlias=NoGcSortedArray;0.997801764;0.996326339;-0.001475425;0.991430628;0.994698718;0.00326809
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=50,threadContextMapAlias=CopyOpenHash;0.995986791;0.994868789;-0.001118002;0.995761328;0.997599913;0.001838585
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=50,threadContextMapAlias=CopySortedArray;0.994398773;0.994658222;0.000259449;0.998634056;0.995717541;-0.002916515
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=50,threadContextMapAlias=Default;0.995461435;0.997872649;0.002411214;0.994775488;0.992639638;-0.00213585
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=50,threadContextMapAlias=NoGcOpenHash;0.967534953;0.995302336;0.027767383;0.996077592;0.993275689;-0.002801903
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=50,threadContextMapAlias=NoGcSortedArray;0.996090739;0.985377989;-0.01071275;0.994021157;0.995020977;0.00099982
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=500,threadContextMapAlias=CopyOpenHash;0.992438585;0.9859305;-0.006508085;0.985637315;0.998103403;0.012466088
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=500,threadContextMapAlias=CopySortedArray;0.9899722;0.994902002;0.004929802;0.993418774;0.996741703;0.003322929
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=500,threadContextMapAlias=Default;0.996086169;0.997620674;0.001534505;0.997991993;0.99926984;0.001277847
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=500,threadContextMapAlias=NoGcOpenHash;0.971243388;0.993389796;0.022146408;0.999380387;0.998569148;-0.000811239
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=500,threadContextMapAlias=NoGcSortedArray;0.836451909;0.991227595;0.154775686;0.998245828;0.999414126;0.001168298
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=5,threadContextMapAlias=CopyOpenHash;0.99308944;0.991510384;-0.001579056;0.99590018;0.994212161;-0.001688019
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=5,threadContextMapAlias=CopySortedArray;0.990635276;0.996694621;0.006059345;0.984463674;0.995781587;0.011317913
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=5,threadContextMapAlias=Default;0.99714036;0.995085241;-0.002055119;0.99191669;0.992453722;0.000537032
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=5,threadContextMapAlias=NoGcOpenHash;0.985588115;0.99260279;0.007014675;0.994097138;0.997796574;0.003699436
