project;commit;benchmark;param;i2;i3;i4;i5;i6;i7;i8;i9;i10
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endFile;;0.889710943;0.950734022;0.975410007;0.977565662;0.94996034;0.988301522;0.997366697;0.986134957;0.989097958
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endNoop;;0.778610874;0.946318195;0.963081012;0.956864418;0.953805229;0.994521382;0.995744162;0.994710068;0.985210208
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endRAF;;0.967139714;0.964059468;0.975975242;0.995530237;0.991668621;0.959839493;0.990765782;0.980947221;0.985229438
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endRewrite;;0.682166874;0.909343311;0.970632922;0.975938442;0.988368474;0.989934441;0.989480795;0.997878315;0.993138159
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createLogEventWithExceptionUsingBuilder;;0.64039456;0.860690386;0.974186772;0.993017831;0.993326084;0.997625136;0.994856164;0.977043479;0.987499959
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createLogEventWithoutException;;0.932137594;0.977845028;0.649641188;0.876743108;0.975031119;0.992012745;0.980119297;0.994554163;0.99451927
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createLogEventWithoutExceptionUsingBuilder;;0.745577965;0.972453454;0.99595004;0.990869615;0.996029644;0.994770503;0.995337007;0.994193357;0.9882798
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createSerializableLogEventProxyWithException;;0.874390371;0.726798475;0.537393597;0.984028681;0.955918806;0.97720363;0.993159958;0.979151758;0.997494822
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createSerializableLogEventProxyWithoutException;;0.965293577;0.970860228;0.985484388;0.997137325;0.995447557;0.990099468;0.994931348;0.994234728;0.998094635
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createSerializableLogEventProxyWithoutExceptionWithLocation;;0.832108732;0.992530133;0.991625107;0.992185095;0.991789924;0.996394931;0.997383811;0.993842613;0.995693027
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.getSourceLocationOfLogEvent;;0.958396252;0.981055511;0.659786095;0.698777156;0.338407096;0.989700747;0.992440599;0.997674513;0.996878349
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.testBaseline;;0.506570776;0.793331125;0.937953553;0.977380249;0.991222659;0.744276722;0.990342126;0.987730712;0.981123155
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithCountersAndLock;;0.457175334;0.701574066;0.798376404;0.975324512;0.953389761;0.973931082;0.960212655;0.606844995;0.996441342
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithCountersNoLocks;;0.204990124;0.225660887;0.488143125;0.967024462;0.749333914;0.985185165;0.987527811;0.992611439;0.9949379
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithCountersRetryAfterReconfig;;0.182591049;0.958613018;0.518458425;0.967746873;0.95415875;0.967777358;0.993477819;0.985527163;0.994418505
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithoutCountersOrLocks;;0.257254398;0.874078359;0.540277475;0.972371934;0.990298937;0.962331665;0.996167075;0.99086932;0.998600508
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.testBaseline;;0.952393953;0.787336123;0.959007637;0.99009897;0.988735855;0.990045245;0.995764902;0.993431586;0.743153222
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.baseline;;0;0.835282101;0.937223217;0.992295794;0.981694894;0.995362346;0.985578908;0.990937748;0.99482589
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.log4jParentMarker;;0.868622135;0.979472268;0.795807027;0.956029355;0.983153576;0.977720456;0.958419364;0.95762985;0.974301315
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.log4jSimpleMarker;;0.326635161;0.131217908;0.90573615;0.947949771;0.212675788;0.999535189;0.996627809;0.999944433;0.994232271
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.log4jTooFine;;0.812961933;0.786508758;0.957055524;0.972761065;0.993591797;0.984034751;0.735390736;0.744065378;0.741738968
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackParentMarker;;0.973574114;0.971400372;0.976658645;0.985042061;0.98216697;0.99591017;0.990853226;0.992771993;0.989810608
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackSimpleMarker;;0.481717878;0.524130011;0.94683645;0.959741158;0.974044042;0.998324037;0.998790475;0.925919387;0.997928577
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackTooFine;;0.764146948;0.869165596;0.952525468;0.723987293;0.988057973;0.998969324;0.995862751;0.991518666;0.994066672
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.baseline;size=0;0;0.721095101;0.898217954;0.672438395;0.983779393;0.978032291;0.988440695;0.996432884;0.99401644
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.baseline;size=4;0.834915547;0.481451296;0.958982331;0.958214442;0.988427601;0.987924591;0.727129282;0.997683101;0.998690287
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.log4jThreadContextFilter;size=0;0.975363239;0.994619846;0.889191564;0.955737304;0.947988677;0.985459716;0.979204249;0.990735889;0.999237832
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.log4jThreadContextFilter;size=4;0.834902159;0.892813247;0.805332661;0.96583814;0.974317507;0.995833219;0.997698664;0.991279465;0.98602472
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.slf4jMDCFilter;size=0;0.540911124;0.698462318;0.667681812;0.924694187;0.968206143;0.966067815;0.966101707;0.991522392;0.981934111
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.slf4jMDCFilter;size=4;0.733826297;0.981418821;0.987805896;0.981807658;0.992910601;0.997862999;0.999486345;0.997036376;0.990458278
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput10Params;;0.796857073;0.969913337;0.975531103;0.995618966;0.985711552;0.990514741;0.993941159;0.995120248;0.981241044
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput11Params;;0.810991616;0.990141706;0.984416822;0.968305243;0.996819746;0.993335844;0.98784876;0.987166718;0.994601211
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput1Param;;0.882611479;0.983220492;0.916316315;0.981294686;0.969930404;0.962073933;0.987131721;0.990370112;0.988722023
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput2Params;;0.913882259;0.944398514;0.996468503;0.982533667;0.99155584;0.984358983;0.994171736;0.992679506;0.991978878
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput3Params;;0.266563675;0.955195694;0.982485542;0.809393015;0.989121692;0.989813134;0.973949321;0.99433206;0.996074432
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput4Params;;0.973926457;0.980423717;0.988965827;0.976450835;0.996977571;0.994934837;0.97658216;0.990016712;0.991654578
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput5Params;;0.425690294;0.970633171;0.925166175;0.990452669;0.962685487;0.929719673;0.966698191;0.985754887;0.978997712
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput6Params;;0.573243709;0.920043242;0.979486064;0.994558203;0.987254233;0.993693316;0.975322098;0.996215404;0.967174091
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput7Params;;0.977767552;0.957122018;0.98037056;0.991335682;0.984996522;0.983285296;0.987104452;0.985122377;0.995482067
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput8Params;;0.401663421;0.891569329;0.959450451;0.97942225;0.900714509;0.981624082;0.990205361;0.991888282;0.984742874
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput9Params;;0.714932009;0.977072775;0.978425831;0.989508741;0.997667759;0.993103841;0.991278139;0.993905752;0.979587696
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughputSimple;;0.930235781;0.975247637;0.457916717;0.924382773;0.982090805;0.978055361;0.991570605;0.992366371;0.97194896
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULLocationBenchmark.throughputSimple;;0.383651668;0.968526242;0.95914809;0.993481989;0.98318871;0.992550583;0.975979154;0.990497614;0.995244655
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.NanotimeBenchmark.baseline;;0.389508333;0.973507296;0.96293168;0.959817784;0.985249551;0.995794773;0.732024421;0.742015267;0.735054318
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.NanotimeBenchmark.granularity_nanotime;;0.993060705;0.926615729;0.658050199;0.755667898;0.891678771;0.994263871;0.972181535;0.985937938;0.972844628
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.NanotimeBenchmark.latency_nanotime;;0.946932385;0.850902193;0.968660311;0.986283267;0.995787857;0.994014142;0.993093605;0.978913988;0.996480739
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageBenchmark.classicGetFormattedMsg;;0.923033637;0.966319979;0.980809797;0.989755197;0.992934527;0.987909801;0.995258596;0.989901694;0.995048861
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageBenchmark.refactoredFormatTo;;0.593230955;0.977985295;0.987663785;0.992341262;0.997900169;0.997907403;0.99097353;0.993980579;0.997709486
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageBenchmark.refactoredGetFormattedMsg;;0.856694363;0.921369502;0.990052161;0.996050289;0.986831783;0.990590197;0.995431799;0.990836021;0.991021936
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark.format0;;0.57638498;0.900083889;0.96971327;0.982487965;0.995108117;0.995266812;0.984704491;0.994614334;0.995730331
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark.format0_inlined2;;0.85133415;0.947695845;0.957115028;0.980841397;0.99521234;0.995738526;0.989528029;0.983493589;0.990581178
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark.format;;0.370522893;0.980103512;0.982443223;0.978210421;0.991432318;0.995361232;0.994738336;0.937961569;0.985700098
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark.formatStringArgs;;0.551164103;0.978021773;0.991751727;0.983865571;0.988185422;0.998687046;0.994344424;0.98685591;0.986935341
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayC;;0.830143316;0.742313552;0.956775108;0.985212736;0.990407428;0.98743193;0.978355639;0.991498845;0.982647699
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayD;;0.866544392;0.98097843;0.896985945;0.954710814;0.986046825;0.994042027;0.987610896;0.994710956;0.997423593
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayM;;0.136786001;0.917015754;0.969363422;0.921107531;0.992762467;0.988179413;0.989666899;0.997172748;0.997626222
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMC;;0.664672896;0.737250595;0.970553269;0.993695691;0.994837637;0.995689948;0.997308516;0.997187718;0.997269426
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMCD;;0.210994272;0.830677343;0.969504469;0.990202813;0.988055371;0.994406598;0.992500725;0.994125883;0.997917179
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMCDEx;;0.364490242;0.926957067;0.917220108;0.975104146;0.980514633;0.983298131;0.992632737;0.996437233;0.989048261
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMCNoSpace;;0.977437521;0.954961451;0.946028192;0.986927081;0.989110498;0.997239793;0.986552862;0.992355995;0.990621298
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMD;;0.957058321;0.978818596;0.969885743;0.98426231;0.993163165;0.992285982;0.99521074;0.996313196;0.997691236
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMDEx;;0.755800812;0.938172198;0.951567647;0.975933731;0.990308068;0.990909394;0.993661334;0.997228814;0.995975465
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMDNoSpace;;0.293357861;0.918523183;0.966228756;0.984811363;0.962710321;0.996420012;0.99042462;0.997079209;0.995931508
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMEx;;0.939947023;0.982092776;0.979958197;0.996248518;0.99347657;0.991647098;0.989528868;0.997957367;0.994717773
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArraySpace;;0.911763884;0.985196022;0.647548057;0.892160907;0.974453115;0.992670726;0.992177331;0.983592628;0.990296942
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableC;;0.122434706;0.885735189;0.909886625;0.508094971;0.988613907;0.994100972;0.784456661;0.993505406;0.996832516
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableD;;0.128868275;0.861963045;0.912890919;0.952408205;0.994452294;0.990954175;0.991155801;0.988123525;0.976498217
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableM;;0.918257189;0.464872831;0.963850516;0.982385652;0.996791884;0.987813304;0.993730009;0.997410876;0.990372751
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMC;;0.839065648;0.893221521;0.968207223;0.985320531;0.958617512;0.995262016;0.990934327;0.993219898;0.991109169
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMCD;;0.868164765;0.954571406;0.988876405;0.985791335;0.996685366;0.995568439;0.995556324;0.998449655;0.997320505
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMCDEx;;0.919214182;0.990803495;0.989934457;0.997293484;0.99470157;0.993541948;0.987210014;0.990511608;0.99132578
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMCNoSpace;;0.889725433;0.948791476;0.783288919;0.952144469;0.97747929;0.986741727;0.986619387;0.980301016;0.992154611
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMD;;0.963338845;0.957556293;0.871068208;0.962787546;0.986740805;0.99161675;0.988126674;0.992578104;0.989742566
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMDEx;;0.872598899;0.913950423;0.96738294;0.973692698;0.990314397;0.976218634;0.986121459;0.986901553;0.995477593
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMDNoSpace;;0.354603391;0.905790528;0.955332656;0.957607413;0.960092655;0.991240713;0.988848364;0.996428874;0.99377651
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMEx;;0.826844245;0.986223249;0.864482008;0.9558942;0.993429791;0.988462285;0.990250089;0.993866777;0.994635172
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableSpace;;0.0540328;0.829459923;0.977526378;0.664829074;0.838003637;0.993623621;0.958458914;0.995229166;0.993951528
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.stringGetBytes;;0.350371282;0.657224244;0.957994743;0.444206483;0.976732347;0.967963076;0.98842074;0.992613246;0.976809621
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutComparisonBenchmark.log4j2;;0.817416335;0.949902993;0.911180925;0.978219936;0.986984357;0.989090704;0.988294569;0.99570366;0.992529033
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutComparisonBenchmark.logback;;0.841723172;0.976675334;0.98568037;0.993011802;0.985857044;0.997454706;0.997115282;0.991652231;0.988588047
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.baseline;;0.529430144;0.984873602;0.810725118;0.97444241;0.973018696;0.987524966;0.981556421;0.987871998;0.994462416
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.locationLocatorGetMethod;;0.943746564;0.985913919;0.952680611;0.993711646;0.973151231;0.994188968;0.490169511;0.983432042;0.994480397
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.reflectionUtilGetClass;;0.796028195;0.964164139;0.996715199;0.981390757;0.99570041;0.996220841;0.985533678;0.991165871;0.995792827
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test01_getCallerClassNameFromStackTrace;;0.929061796;0.969948483;0.996603216;0.996939726;0.991030666;0.997467559;0.993769063;0.99447006;0.989554655
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test02_getCallerClassNameFromThreadStackTrace;;0.906241667;0.992205304;0.966246493;0.991873393;0.984016938;0.996319091;0.99076412;0.995066271;0.997700175
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test03_getCallerClassNameReflectively;;0.91969052;0.923141063;0.988438904;0.987420143;0.991242997;0.987163595;0.992389751;0.995661984;0.995855432
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test05_getStackTraceClassForClassName;;0.467509926;0.910994266;0.808648354;0.989184672;0.991243674;0.996693656;0.998740746;0.99600813;0.993694825
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test06_getThreadStackTraceClassForClassName;;0.895658932;0.976434703;0.991824624;0.996196314;0.9936789;0.994785597;0.996636511;0.997399006;0.991931236
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test07_getReflectiveCallerClassUtility;;0.975564862;0.992614094;0.990508535;0.989542639;0.992341627;0.996328249;0.995717181;0.993251529;0.99341777
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test09_getMessageUsingNew;;0.125039854;0.809481925;0.991474859;0.812474801;0.994924429;0.995080929;0.982376639;0.992883441;0.994324245
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test10_getMessageUsingReflection;;0.5798071;0.926177743;0.95592324;0.963007014;0.906481595;0.969134454;0.995842767;0.988529517;0.995566267
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test11_getClassContextViaCallerClass;;0.839525618;0.712017725;0.985726791;0.952917861;0.982300196;0.971272871;0.986641838;0.900462813;0.990218104
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test12_getClassContextViaSecurityManager;;0.981630675;0.967362832;0.971546971;0.989086146;0.996439592;0.995947983;0.975393318;0.97069103;0.995201398
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testBaselineResponseTime;;0;0.564261397;0.969426072;0.96703632;0.984975415;0.991146532;0.991228398;0.995314407;0.996512093
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testBaselineThroughput;;0.597563766;0.468915761;0.939735795;0.982544809;0.899082014;0.993519144;0.994321037;0.989710461;0.704593271
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testDebugDisabledMessageResponseTime;;0.926774118;0.980801006;0.908805419;0.934162032;0.983812189;0.992719005;0.992428824;0.964201685;0.732512911
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testDebugDisabledResponseTime;;0;0.549170192;0.963614807;0.94916949;0.993500437;0.997307406;0.993180822;0.734075783;0.999419017
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testDebugDisabledThroughput;;0.922925599;0.524259637;0.947580826;0.978940016;0.956510696;0.988491876;0.99824182;0.744620514;0.998547271
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testDebugMessageDisabledThroughput;;0;0;0.445993746;0.969309219;0.946471289;0.980320951;0.992140059;0.991073491;0.957377186
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testIsDebugEnabledResponseTime;;0;0.656524042;0.712526596;0.72376077;0.986341255;0.988780095;0.979681479;0.980954958;0.996803094
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testIsDebugEnabledThroughput;;0.869531321;0.759604655;0.948234779;0.974363921;0.991707132;0.712289671;0.992788615;0.992186855;0.997197494
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testIsEnabledLevelResponseTime;;0;0.23307331;0.950267859;0.686042537;0.995136295;0;0;0;0
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testIsEnabledLevelThroughput;;0.992584357;0.993264803;0.498638758;0.92098054;0.957989802;0.975063528;0.99486014;0.998062123;0.991509414
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.cloneArrayContextData;count=5,length=20;0.942729148;0.974902097;0.773874483;0.983717295;0.956881508;0.996130542;0.989071002;0.99430992;0.992540273
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.cloneArrayContextData;count=500,length=20;0.974589658;0.998053873;0.996205277;0.990400311;0.995143487;0.991288204;0.993957153;0.992306994;0.998108402
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.cloneHashContextData;count=5,length=20;0.494606655;0.989280091;0.992747059;0.952188254;0.991131474;0.98618922;0.98675201;0.98441149;0.990029329
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.cloneHashContextData;count=500,length=20;0.989341433;0.997056422;0.995232243;0.993000371;0.988606775;0.99113044;0.996774798;0.994182097;0.99425539
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.cloneMap;count=5,length=20;0.16557364;0.852273898;0.958871021;0.881552398;0.972337574;0.967830673;0.99716219;0.983856898;0.993546953
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.cloneMap;count=500,length=20;0.897538156;0.984469166;0.983091895;0.993425677;0.993712198;0.993886576;0.993769029;0.99679758;0.994239633
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.getValueArrayContextData;count=5,length=20;0.963022984;0.994874984;0.995665717;0.998153474;0.998872994;0.997920567;0.993570103;0.997457851;0.999223577
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.getValueArrayContextData;count=500,length=20;0.496580504;0.938062351;0.987703118;0.989947687;0.995715374;0.993817631;0.992851152;0.993285385;0.996536649
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.getValueHashContextData;count=5,length=20;0.799037588;0.969167656;0.985443085;0.911492768;0.962597646;0.922574447;0.974518335;0.988593915;0.984953453
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.getValueHashContextData;count=500,length=20;0.545448551;0.958257235;0.96564365;0.977336706;0.982489462;0.988198855;0.957716492;0.998259763;0.924599848
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.getValueMap;count=5,length=20;0.889350983;0.943405192;0.946800232;0.988910913;0.96440628;0.946744138;0.98651247;0.995774639;0.995812695
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.getValueMap;count=500,length=20;0.868506209;0.958159016;0.991294782;0.991231837;0.982578722;0.995344806;0.985758977;0.991580266;0.993245674
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateArrayContextDataBiConsumer;count=5,length=20;0.068180149;0.836590666;0.968739382;0.937071852;0.991354518;0.975736597;0.990566043;0.995553865;0.996684312
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateArrayContextDataBiConsumer;count=500,length=20;0.141022477;0.918470178;0.216973836;0.973513593;0.98608036;0.9811308;0.988911432;0.883535161;0.82395852
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateArrayContextDataTriConsumer;count=5,length=20;0.641808908;0.960558781;0.961475288;0.987669261;0.982227178;0.994263843;0.923775392;0.996987457;0.981398599
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateArrayContextDataTriConsumer;count=500,length=20;0.339289221;0.85790681;0.952480083;0.96518611;0.977453351;0.94078779;0.993428383;0.988192797;0.983941259
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateHashContextDataBiConsumer;count=5,length=20;0.969437197;0.982049469;0.993229041;0.986330515;0.992989343;0.994624985;0.995450633;0.994364261;0.998899139
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateHashContextDataBiConsumer;count=500,length=20;0.068873088;0.835595123;0.928307109;0.990279055;0.882184136;0.993312503;0.120549839;0.993106912;0.980957852
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateHashContextDataTriConsumer;count=5,length=20;0.798207182;0.906706686;0.976735597;0.980774605;0.930080578;0.94902655;0.990217464;0.95667423;0.996129364
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateHashContextDataTriConsumer;count=500,length=20;0.919626503;0.810145928;0.938050697;0.976140531;0.981844143;0.396212162;0.992489226;0.998683075;0.99881579
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateMap;count=5,length=20;0.88021402;0.916575402;0.903594578;0.884088764;0.952479103;0.967714666;0.996324756;0.969856612;0.993213877
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateMap;count=500,length=20;0.135063923;0.831696605;0.95831318;0.987996697;0.965303815;0.983187761;0.993347922;0.987596224;0.993941162
