project;commit;benchmark;params;i5;i6;i7;i8;i9;i10
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput9Params;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0.067328707;0.06561334;0.061819221;0.059292435;0.033368456;0.020827832
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput9Params;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;0.076687869;0.092064558;0.094304448;0.07583465;0.049000016;0.101021182
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughputSimple;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.131726085;0.113981776;0.032040679;0.021552386;0.029854183;0.016990384
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughputSimple;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.126027102;0.16426621;0.139062864;0.023026623;0.024386745;0.020481411
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughputSimple;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0.015203701;0.047476411;0.033544687;0.036487096;0.044001831;0.053782927
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughputSimple;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;0.065262708;0.050408129;0.047976669;0.043560273;0.042132222;0.029321808
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2LocationBenchmark.throughputSimple;configFileName=perf5AsyncApndDsrptrWithLoc-noOpAppender.xml;0.029090385;0.027121245;0.035874907;0.032303023;0.026466023;0.031679659
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2LocationBenchmark.throughputSimple;configFileName=perf5AsyncApndMpscQWithLoc-noOpAppender.xml;0.024270265;0.022087406;0.022312395;0.021291804;0.025134211;0.019455229
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2LocationBenchmark.throughputSimple;configFileName=perf5AsyncApndWithLoc-noOpAppender.xml;0.039220943;0.027736962;0.034955387;0.018736802;1.10E-02;0.011379495
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2LocationBenchmark.throughputSimple;configFileName=perf5AsyncApndXferQWithLoc-noOpAppender.xml;0.095947141;0.048860455;0.072709505;0.031273555;0.032882768;0.046139845
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput10Params;;0.052467345;0.029459549;0.046081794;0.039943667;0.027113109;0.028050774
