project;commit;benchmark;params;i2;i3;i4;i5;i6;i7;i8;i9;i10;i11;i12;i13;i14;i15;i16;i17;i18;i19;i20;i21;i22;i23;i24;i25;i26;i27;i28;i29;i30;i31;i32;i33;i34;i35;i36;i37;i38;i39;i40;i41;i42;i43;i44;i45;i46;i47;i48;i49;i50;i51;i52;i53;i54;i55;i56;i57;i58;i59;i60;i61;i62;i63;i64;i65;i66;i67;i68;i69;i70;i71;i72;i73;i74;i75;i76;i77;i78;i79;i80;i81;i82;i83;i84;i85;i86;i87;i88;i89;i90;i91;i92;i93;i94;i95;i96;i97;i98;i99;i100
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=50,threadContextMapAlias=CopyOpenHash;0.706946008;0.928495283;0.957871542;0.99454091;0.983430818;0.82336865;0.995026304;0.990045464;0.973992976;0.992037269;0.992379219;0.84384033;0.92691541;0.996351227;0.996209401;0.989900318;0.994649222;0.995416924;0.977425593;0.980155252;0.988783781;0.992418102;0.992369555;0.995699151;0.993180883;0.995279438;0.991407593;0.989459989;0.987285053;0.990455147;0.992944964;0.991867132;0.995033255;0.99141143;0.994101263;0.99523117;0.994870272;0.99105463;0.988419853;0.990646963;0.990371003;0.991751899;0.989586665;0.995174158;0.989508243;0.992618175;0.990015218;0.993921916;0.986615992;0.990143661;0.992589852;0.9907049;0.991153079;0.994347935;0.998721771;0.995791741;0.992009175;0.99433227;0.995374086;0.992128713;0.991632917;0.997870951;0.996588402;0.994209627;0.989445501;0.986415458;0.984617972;0.991667304;0.984375878;0.990607375;0.994459968;0.98591441;0.992302783;0.996103277;0.995963737;0.991620364;0.983726425;0.985726257;0.997016488;0.99657826;0.99703931;0.997558777;0.997449666;0.997715887;0.998339155;0.997207606;0.991728516;0.993951077;0.994998442;0.988748489;0.995640424;0.991898405;0.993375718;0.994316028;0.996181291;0.992534018;0.98636616;0.99350878;0.996767872
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=50,threadContextMapAlias=CopySortedArray;0.680118058;0.91915311;0.984248182;0.946081432;0.879520725;0.96835325;0.497104327;0.988495393;0.988861302;0.56028895;0.579885139;0.993421807;0.996086445;0.9954655;0.990183474;0.993455663;0.994605341;0.991262915;0.994688434;0.997797101;0.995900746;0.992882282;0.992806095;0.996013004;0.996283429;0.996917284;0.992841953;0.995561128;0.995744888;0.995203403;0.99265444;0.995828133;0.991208792;0.994174088;0.996676011;0.994280414;0.99560683;0.994397199;0.996522347;0.993609985;0.990555097;0.990455612;0.993227283;0.994477867;0.988832085;0.995574962;0.99391168;0.995150561;0.996808779;0.991682364;0.99648657;0.99664704;0.990799451;0.994356942;0.988345098;0.993064192;0.997647622;0.98762932;0.995970798;0.998708869;0.992951671;0.9935265;0.993391209;0.987883722;0.997430448;0.991583661;0.992016059;0.989849084;0.993643271;0.998638742;0.994871474;0.995361944;0.995591081;0.993636368;0.994046163;0.995426811;0.995213261;0.990611495;0.99091734;0.994622588;0.995111677;0.998455294;0.996763476;0.995753519;0.997126145;0.993569544;0.995369473;0.998364754;0.99299792;0.995039636;0.988156093;0.987191869;0.991881711;0.992905424;0.997015281;0.995613091;0.996218276;0.998418921;0.995889621
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=50,threadContextMapAlias=Default;0.952431237;0.958702748;0.935745353;0.451499519;0.947232326;0.862907179;0.814818788;0.99336365;0.995307881;0.992330354;0.992358406;0.997655656;0.990273664;0.992404841;0.996340798;0.994515426;0.993013908;0.996976792;0.998047063;0.996238631;0.992891112;0.987243475;0.994686747;0.986144456;0.988600838;0.989588595;0.99261216;0.993156796;0.998396004;0.989325666;0.993495336;0.989974907;0.992898839;0.992577153;0.997411099;0.994880081;0.997441247;0.994708989;0.997611507;0.99549137;0.99537289;0.993356941;0.993819985;0.978362439;0.985780256;0.987722545;0.988625473;0.992943413;0.988255816;0.994235734;0.993030747;0.994707269;0.995869721;0.991178315;0.994405173;0.984566147;0.979600908;0.984529006;0.994556732;0.989956116;0.991578927;0.996080422;0.995390276;0.992288014;0.992786412;0.99596214;0.996808695;0.993556759;0.992600842;0.990562945;0.990872563;0.990236978;0.978673111;0.99406973;0.996374529;0.994668164;0.986982141;0.997019224;0.98921183;0.995425879;0.993224467;0.988278326;0.991845452;0.992953232;0.99842183;0.995017662;0.99466964;0.992330577;0.991394778;0.991254638;0.994357945;0.993652239;0.992680456;0.983088196;0.992302451;0.99174079;0.991089359;0.98418547;0.990406415
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=50,threadContextMapAlias=NoGcOpenHash;0.52434722;0.969774343;0.97669933;0.99373115;0.830468686;0.967095272;0.989510136;0.981904607;0.998242243;0.874729328;0.996203143;0.974828204;0.964743003;0.989917608;0.994228251;0.982925733;0.99293799;0.742440151;0.995204311;0.995509889;0.992578054;0.994596924;0.984807455;0.984473643;0.992779789;0.9950567;0.994392048;0.995488006;0.99460032;0.991588112;0.982650608;0.989845817;0.983530352;0.993548492;0.991557769;0.994583337;0.99398769;0.995904368;0.996191062;0.997139026;0.989325177;0.986346536;0.998063007;0.99750966;0.990771877;0.994222758;0.995109768;0.997131829;0.993515087;0.989484567;0.992198598;0.997312682;0.997712683;0.996219587;0.992197421;0.993562374;0.987730065;0.98354857;0.996396069;0.994846238;0.990834029;0.992508745;0.991940822;0.991503172;0.994999953;0.993752291;0.99129431;0.993886535;0.996779698;0.996181871;0.995571466;0.988719034;0.991367397;0.991589339;0.993037028;0.987049993;0.992514944;0.997096679;0.988586448;0.98760288;0.994254877;0.992920273;0.994806785;0.994353979;0.994756798;0.995813588;0.994311653;0.993807777;0.995351464;0.992528522;0.996935915;0.994075402;0.989320255;0.989463449;0.988651999;0.991217271;0.983132784;0.974491812;0.995687111
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=50,threadContextMapAlias=NoGcSortedArray;0.627247669;0.941656979;0.964433072;0.974847163;0.993634671;0.85365868;0.979700423;0.997137503;0.992435327;0.99756815;0.7884248;0.977978639;0.87704425;0.99644979;0.988751594;0.993773324;0.996306571;0.994034089;0.991318968;0.992923669;0.993579291;0.991897443;0.995372758;0.991522333;0.994977149;0.99520394;0.988262962;0.988023904;0.993662422;0.991820822;0.997706303;0.996357617;0.992073637;0.994485253;0.990163153;0.993115442;0.993777047;0.994492278;0.989981163;0.989973494;0.981011443;0.976049727;0.993606943;0.988744341;0.995823399;0.997638958;0.993028624;0.996038358;0.985240946;0.9914054;0.996006875;0.99069925;0.994603307;0.994394713;0.993304906;0.997984216;0.996405017;0.993229454;0.992026907;0.996511889;0.991089078;0.98693935;0.986392951;0.992268122;0.99624548;0.993044223;0.995461138;0.993883773;0.983051741;0.990731799;0.994019479;0.985656602;0.989216414;0.9956638;0.992459809;0.995317742;0.996626563;0.993977883;0.987814285;0.984723997;0.988936017;0.989464192;0.991618707;0.995510198;0.987705234;0.996075427;0.993148349;0.993790152;0.99557405;0.995454679;0.997010094;0.996790684;0.994317645;0.991926656;0.994769144;0.994973066;0.994717693;0.995162118;0.989894528
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=500,threadContextMapAlias=CopyOpenHash;0.231706554;0.765046811;0.884925427;0.995361474;0.979694185;0.970129756;0.973652598;0.869615935;0.984233021;0.492960407;0.977666703;0.983162115;0.976585572;0.952432981;0.993069205;0.901285695;0.83483718;0.991547468;0.983270041;0.937311743;0.961811241;0.981636557;0.993435327;0.975158808;0.911922226;0.992222826;0.978365778;0.996758988;0.989476205;0.987136074;0.987387702;0.986006522;0.967612262;0.986567357;0.987640935;0.986835722;0.984077457;0.994219877;0.990315502;0.986785973;0.98848966;0.969893005;0.985534894;0.985323331;0.989888515;0.995830735;0.997412654;0.991041682;0.993681916;0.98749801;0.991418081;0.991567301;0.998239357;0.989339185;0.988160352;0.998060176;0.991396027;0.994885467;0.98592526;0.992023879;0.989759829;0.986480052;0.995289352;0.991868698;0.987749099;0.990925847;0.994890453;0.994296841;0.994563226;0.993284064;0.983295154;0.981580702;0.99600922;0.982441031;0.989857617;0.986170543;0.992572557;0.993640626;0.989356371;0.991099549;0.985347575;0.986236138;0.993607961;0.9956115;0.993132449;0.99215357;0.997772711;0.992547251;0.992919243;0.987227206;0.977987678;0.991440251;0.990628109;0.987610882;0.996167598;0.998067916;0.992934265;0.994559575;0.992221398
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=500,threadContextMapAlias=CopySortedArray;0.261095066;0.899739785;0.913762561;0.983273753;0.99113079;0.985086358;0.711915329;0.989582104;0.991102708;0.991465027;0.956541733;0.983862903;0.348022145;0.991672867;0.977534662;0.991978518;0.431131475;0.579010954;0.940325362;0.969815796;0.983378076;0.992121795;0.985067123;0.997205267;0.989463569;0.986768216;0.977672589;0.992671371;0.998119985;0.990046051;0.992818544;0.996307807;0.996702594;0.994740272;0.997176112;0.991960233;0.983743865;0.992080766;0.994976152;0.9980383;0.991473898;0.997993383;0.996914867;0.98867187;0.995106208;0.995642597;0.990559182;0.997877664;0.993384821;0.995621791;0.996222498;0.990313068;0.990146549;0.989339285;0.995884968;0.99403316;0.987798715;0.988348008;0.985507801;0.985918003;0.982273089;0.993041061;0.997913186;0.994631849;0.99374903;0.996221387;0.98598119;0.985511788;0.989620934;0.993066276;0.989743969;0.989899695;0.993932059;0.993719235;0.991756751;0.993756114;0.995400265;0.986831496;0.980857812;0.989777944;0.994007291;0.99310685;0.9871175;0.995117183;0.98650223;0.995972011;0.994867123;0.996383557;0.993963766;0.99644106;0.990958335;0.988387323;0.992647378;0.991047074;0.985858371;0.985031721;0.981957249;0.992680327;0.990582203
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=500,threadContextMapAlias=Default;0.181193189;0.954999644;0.768332948;0.981705136;0.985902755;0.587868626;0.635105402;0.986348171;0.95346418;0.991044948;0.998399051;0.993697925;0.99194225;0.988920038;0.995720824;0.994135346;0.990089855;0.991774373;0.985042765;0.997187062;0.996718855;0.991403111;0.997204504;0.98982021;0.983287073;0.990221223;0.987692931;0.996346462;0.993645216;0.99121524;0.989871521;0.992472585;0.994750916;0.996821438;0.994635336;0.990145268;0.996267803;0.993861483;0.996968066;0.996610447;0.993114312;0.992086734;0.991650582;0.995227218;0.988759558;0.994124701;0.998284641;0.990903921;0.994828192;0.995439764;0.991539474;0.990881188;0.985225065;0.987262035;0.989176564;0.998393655;0.993154986;0.989199016;0.98714554;0.995261766;0.99783373;0.99646879;0.996388008;0.990814614;0.983370752;0.994515204;0.995824143;0.996723392;0.990497334;0.984673876;0.994516452;0.995161757;0.997626805;0.996817074;0.992588379;0.992132627;0.98875299;0.987779829;0.993622793;0.996477318;0.994511897;0.99545979;0.995163365;0.985955511;0.992370393;0.991954926;0.993665853;0.991242393;0.993556412;0.997037716;0.989607695;0.989790826;0.989284637;0.991564956;0.996755113;0.994927077;0.994251774;0.980554788;0.989960119
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=500,threadContextMapAlias=NoGcOpenHash;0.188492424;0.921256858;0.979324002;0.792440169;0.994682073;0.965938638;0.997683988;0.987439907;0.959274049;0.98993809;0.993209306;0.997531485;0.938681102;0.441936097;0.976705295;0.81691853;0.993645263;0.993320095;0.990223728;0.993842306;0.988886517;0.996903542;0.992163843;0.991989092;0.996707005;0.995341515;0.996990255;0.992195255;0.995248849;0.990643179;0.992404951;0.993692801;0.998001767;0.997036238;0.992720788;0.98882615;0.98745596;0.987676253;0.994183774;0.994176619;0.994293917;0.985745346;0.99538184;0.994974724;0.99199223;0.992815249;0.991634599;0.992559554;0.996340389;0.994124165;0.991431633;0.989561061;0.991230528;0.990509392;0.996539291;0.997252651;0.988727754;0.992233562;0.990163107;0.990893489;0.994268167;0.995687016;0.993434448;0.991386496;0.987754434;0.978201985;0.994988408;0.991130064;0.987688808;0.985843639;0.991821168;0.992684685;0.990510119;0.994721838;0.990231679;0.991136673;0.994085406;0.996028296;0.99114273;0.996295461;0.989045387;0.994318593;0.987578535;0.992232442;0.991242596;0.980030055;0.995395273;0.988007238;0.983784506;0.993382661;0.99532454;0.994882066;0.98892582;0.989666399;0.995979486;0.995590874;0.992161362;0.994691906;0.997808414
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=500,threadContextMapAlias=NoGcSortedArray;0.142147632;0.976938155;0.964567723;0.990391096;0.756285529;0.997451577;0.797909409;0.833461507;0.942345782;0.958924683;0.990001714;0.340779795;0.979129442;0.982876547;0.972476221;0.994524394;0.983723177;0.992274971;0.983365958;0.982396569;0.996427431;0.993977246;0.985454181;0.995018979;0.981951645;0.954850974;0.97876645;0.992465336;0.995144403;0.997012095;0.994161556;0.993675052;0.985427966;0.975474429;0.992792538;0.991135998;0.986127843;0.9907879;0.992956264;0.995688618;0.998166655;0.994871767;0.99729633;0.996283162;0.997766316;0.99718351;0.986340581;0.984621111;0.99736445;0.996341419;0.994073021;0.994035789;0.988268667;0.990590461;0.99444817;0.992018326;0.990548899;0.99726485;0.997510616;0.997756758;0.993695221;0.994860592;0.996961586;0.996565663;0.995709955;0.991480415;0.988056785;0.99419576;0.994454204;0.988392526;0.990980874;0.989580589;0.992573208;0.990678147;0.98571099;0.97924069;0.992675488;0.992896865;0.995809781;0.993493383;0.994098662;0.988017191;0.984227706;0.996394177;0.995284237;0.997125074;0.990109331;0.996883205;0.998175941;0.992190435;0.987548743;0.989459829;0.994746314;0.990405148;0.989833677;0.993693565;0.986869577;0.995426662;0.993770054
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=5,threadContextMapAlias=CopyOpenHash;0.76374283;0.965171068;0.982677302;0.985210726;0.990604409;0.983801689;0.987116893;0.987011055;0.991034657;0.992630852;0.995843223;0.995117295;0.994299881;0.974358076;0.980863477;0.989459298;0.994034126;0.995858292;0.994805042;0.993727034;0.992504793;0.984886915;0.990531335;0.990513829;0.992196495;0.9894653;0.997129725;0.992200796;0.997903666;0.995662062;0.995583058;0.994355156;0.991159536;0.993149201;0.997565588;0.993217328;0.996799531;0.997127024;0.995872196;0.980963378;0.981044703;0.983309071;0.993812199;0.996954051;0.986108585;0.991491021;0.998168294;0.995987257;0.988296784;0.995402931;0.99261492;0.99451309;0.994495864;0.994367906;0.992141747;0.990574872;0.990421015;0.990521993;0.990889813;0.984762053;0.996460071;0.989231578;0.992236583;0.992764851;0.993783987;0.99248806;0.984451877;0.985065343;0.997391446;0.98962956;0.990160654;0.986832962;0.99321022;0.989758327;0.993982595;0.997666985;0.99687032;0.993849135;0.992902316;0.992733152;0.996249307;0.996522014;0.988342316;0.992348163;0.992394892;0.991616435;0.994908358;0.99514395;0.99688641;0.996051032;0.987734394;0.989240671;0.993325251;0.994535137;0.982522773;0.987530077;0.994127084;0.989451999;0.990319256
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=5,threadContextMapAlias=CopySortedArray;0.884276674;0.890354321;0.917410825;0.984295254;0.972370043;0.983758362;0.9798746;0.984196265;0.957583917;0.987890834;0.985804395;0.991227107;0.976128875;0.991244587;0.991552007;0.980125084;0.993448844;0.994515934;0.989952961;0.989380149;0.991957191;0.990779914;0.995416296;0.994495277;0.99404082;0.988555406;0.987365096;0.994452469;0.988516026;0.979259371;0.990303231;0.986979904;0.993202464;0.991837153;0.997050492;0.986163879;0.985114527;0.997056388;0.985845883;0.984671143;0.985384904;0.989119697;0.98545061;0.982338417;0.992703961;0.993902574;0.99595451;0.989296141;0.986668346;0.99472778;0.992112652;0.98610849;0.997489995;0.996514502;0.985913325;0.990897331;0.997089647;0.995505957;0.992530272;0.98083873;0.995105024;0.993899303;0.995415682;0.992715283;0.986378296;0.988179235;0.993457808;0.997694933;0.996041078;0.994228396;0.993111403;0.990235708;0.994354031;0.994545115;0.996175609;0.991905864;0.989418728;0.996899566;0.990877739;0.986037927;0.9808928;0.984389771;0.996982934;0.992039938;0.979148912;0.992238656;0.990648921;0.99082865;0.995154816;0.990570372;0.994392529;0.98824641;0.99406754;0.975106636;0.985427222;0.994048898;0.985070171;0.997639539;0.993618927
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=5,threadContextMapAlias=Default;0.525942697;0.98584733;0.987141649;0.978550073;0.994970817;0.994806364;0.996625852;0.994849986;0.994870939;0.995592131;0.988452603;0.995818675;0.997154867;0.993278755;0.998099017;0.99764022;0.996009342;0.988480732;0.99474023;0.98931613;0.99692421;0.993772525;0.997907308;0.994431925;0.993862652;0.995783941;0.990397203;0.991471734;0.991945761;0.995992256;0.993108191;0.99619091;0.995695025;0.995308538;0.992951627;0.993984967;0.997159709;0.9970939;0.996531;0.994095736;0.995822037;0.997746416;0.995936113;0.992149291;0.992004248;0.995841543;0.995590281;0.996263365;0.996262518;0.995045607;0.989377273;0.990998792;0.992551357;0.991440574;0.997234129;0.995899696;0.993244418;0.992079263;0.984220492;0.993434868;0.994430175;0.992747384;0.994107349;0.996443176;0.996980458;0.996774603;0.992316252;0.991376585;0.991368306;0.997709214;0.995346514;0.993443596;0.979875498;0.99473922;0.995537758;0.997065452;0.992316776;0.992648902;0.988830355;0.982930707;0.98898438;0.994616483;0.987332361;0.989402139;0.993132341;0.980830915;0.990880191;0.993731989;0.989478744;0.992117631;0.98724517;0.989910681;0.994790002;0.996216186;0.986115463;0.989599634;0.99501176;0.993096402;0.99871724
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=5,threadContextMapAlias=NoGcOpenHash;0.061140828;0.903484557;0.760135489;0.942531641;0.988298322;0.983987545;0.881317128;0.984541235;0.982515444;0.993039451;0.979538756;0.979826374;0.990549651;0.977761728;0.978051424;0.981593242;0.996721904;0.975671756;0.996291231;0.998125519;0.991338447;0.981112238;0.930100453;0.994826421;0.995902349;0.919694252;0.990865905;0.869546624;0.991619751;0.991243725;0.99078611;0.925577821;0.930433461;0.99147914;0.994589468;0.990960488;0.990283526;0.992667415;0.994507959;0.994876539;0.995431848;0.994926084;0.995581267;0.997902036;0.998786842;0.997803028;0.993600307;0.995086466;0.991623842;0.973983154;0.990904652;0.994748888;0.991930646;0.713995687;0.719849383;0.993151535;0.71410645;0.703610643;0.989867215;0.994546935;0.99523685;0.998393307;0.98629597;0.992366851;0.996618383;0.995976292;0.992723649;0.993965434;0.989637481;0.990507395;0.99695799;0.69522965;0.986043098;0.704133962;0.980929082;0.99368955;0.988142882;0.991095215;0.998299903;0.996724516;0.703447597;0.705203794;0.995736329;0.702076436;0.706788302;0.995642552;0.994353263;0.994882603;0.996819396;0.991565556;0.988944842;0.998190788;0.995808284;0.996786606;0.995610459;0.989332898;0.996132968;0.995824313;0.98772781
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=5,threadContextMapAlias=NoGcSortedArray;0.951943928;0.906060786;0.975727911;0.986047772;0.993914071;0.993921142;0.997698874;0.996448229;0.995667465;0.998078005;0.998519255;0.998829436;0.997903085;0.994671197;0.998719207;0.997869419;0.994318965;0.99811979;0.999416168;0.997957621;0.998509588;0.993440817;0.997046985;0.994504685;0.989752064;0.997950653;0.997117643;0.996933687;0.979972587;0.995455146;0.992535059;0.898974108;0.904227062;0.920118591;0.914379265;0.995756726;0.994353925;0.998634688;0.994425566;0.996172987;0.929370831;0.998774924;0.926970214;0.99884544;0.998259443;0.997487569;0.999139594;0.994880775;0.998984389;0.997589862;0.997135636;0.994305687;0.9925185;0.997683693;0.875833925;0.882473079;0.999836599;0.9972;0.998258368;0.997230673;0.997238514;0.996328298;0.916237179;0.932274178;0.998609218;0.996381474;0.99058142;0.994588788;0.998868655;0.994480085;0.980816188;0.982010735;0.995747399;0.998441881;0.9947326;0.996777656;0.999625828;0.997132176;0.91751829;0.917362892;0.999068142;0.994378516;0.996960528;0.999087985;0.995086297;0.999617362;0.995247852;0.99834789;0.996868249;0.994794104;0.990087504;0.988418482;0.993595866;0.994078562;0.996523008;0.995581217;0.998845017;0.972237982;0.971393669
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=50,threadContextMapAlias=CopyOpenHash;0.40662893;0.981937308;0.897535289;0.922787924;0.980620425;0.971712915;0.992301114;0.992106571;0.996491246;0.986170876;0.992834153;0.994412686;0.996914686;0.977239506;0.993150885;0.993734681;0.998012384;0.997241188;0.990471657;0.991128449;0.993200103;0.997351417;0.996073328;0.993543669;0.985356923;0.99084414;0.995293026;0.996293827;0.997854978;0.996273185;0.993607384;0.995115182;0.998214721;0.995707366;0.996082424;0.996892538;0.993390817;0.992403045;0.993915091;0.991654979;0.99390814;0.995997947;0.995427621;0.997570258;0.995794033;0.996815521;0.995330513;0.9977861;0.9972105;0.993127286;0.992977805;0.989918844;0.995038353;0.993221862;0.990455995;0.998074497;0.993970628;0.995915067;0.996393674;0.992919884;0.991777519;0.991410143;0.989474577;0.994920868;0.995514393;0.996692189;0.994126159;0.997926281;0.998386049;0.9971593;0.99509379;0.99778044;0.996129708;0.99558013;0.994929482;0.996533311;0.995298621;0.995099697;0.99563918;0.995978659;0.994400462;0.996859325;0.995514556;0.988605553;0.996392241;0.995229478;0.99499363;0.99389599;0.987495005;0.992469387;0.997550502;0.996595193;0.994776845;0.988628244;0.987886246;0.992981164;0.99031825;0.995106629;0.997592882
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=50,threadContextMapAlias=CopySortedArray;0.966579347;0.987929043;0.992722868;0.963397009;0.988309613;0.992386665;0.990069963;0.984025995;0.971116531;0.985302349;0.995289038;0.994433599;0.998499256;0.988611165;0.989286097;0.986586729;0.99640045;0.986776384;0.995568744;0.992166233;0.997709398;0.996976636;0.998307173;0.993114096;0.99462097;0.995625467;0.986991317;0.992975825;0.990331433;0.991335558;0.989567335;0.989412388;0.987534745;0.995028713;0.99693351;0.980185178;0.985587784;0.987520154;0.996847872;0.995724063;0.997623124;0.994859106;0.996188124;0.996308088;0.986038911;0.988217336;0.991982025;0.98726432;0.98856029;0.993069426;0.993765333;0.994314758;0.995176079;0.994607565;0.99654609;0.990927125;0.994195289;0.991490294;0.993677475;0.990945227;0.995463299;0.989168502;0.986614408;0.988583359;0.99558441;0.993676444;0.995874546;0.997000952;0.991531225;0.99084638;0.994124503;0.993023605;0.994379814;0.994055018;0.994994529;0.997468087;0.995244793;0.995522691;0.99135669;0.994094128;0.996508638;0.993732453;0.993146107;0.994898735;0.995083734;0.995020498;0.993860138;0.995481955;0.995339904;0.993976506;0.99747391;0.993238659;0.988196653;0.992188546;0.998318394;0.989908935;0.9931443;0.995542634;0.992951618
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=50,threadContextMapAlias=Default;0.282038674;0.940580892;0.974358801;0.973495632;0.775674544;0.998214925;0.834794667;0.907967548;0.746021338;0.938633679;0.992229627;0.992191794;0.988591394;0.979499419;0.98651673;0.993458811;0.996170528;0.98694461;0.996391614;0.992705049;0.993640154;0.992647857;0.997145285;0.993312466;0.993368182;0.991338824;0.997547512;0.99562082;0.99537663;0.993522641;0.993541428;0.995334591;0.9926001;0.996950221;0.991130487;0.984392932;0.992745517;0.996712549;0.992381102;0.993821305;0.985259713;0.993138691;0.994206335;0.994786838;0.990548415;0.98996402;0.993363327;0.99449605;0.99319509;0.981991015;0.990610238;0.993788802;0.99816755;0.990614675;0.994407403;0.996777224;0.996833109;0.992910115;0.996028252;0.998518455;0.995935302;0.994391262;0.996758352;0.99731771;0.99332641;0.99339491;0.991521972;0.983396275;0.989809462;0.996354537;0.997121858;0.995991798;0.991346259;0.991164752;0.993208767;0.99452831;0.989996588;0.992374626;0.988872967;0.994985508;0.996703643;0.994029684;0.991629965;0.995897511;0.995606834;0.997378358;0.998296889;0.990077091;0.989052374;0.995570017;0.998338486;0.995127203;0.995347795;0.996578246;0.997542009;0.996829142;0.99386033;0.995661925;0.998916881
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=50,threadContextMapAlias=NoGcOpenHash;0.202519029;0.418973217;0.887495091;0.958368365;0.983866133;0.97446404;0.797203874;0.997219935;0.97864526;0.994385894;0.992264694;0.98887133;0.994161507;0.993294849;0.990948162;0.984878818;0.990523756;0.99556149;0.992423263;0.994672389;0.996383641;0.992225513;0.995673337;0.996627021;0.997914778;0.998412306;0.995358114;0.993585874;0.985169766;0.987307401;0.990163208;0.994288408;0.998596526;0.998633246;0.996514015;0.993400989;0.994303327;0.996531441;0.998410641;0.997837702;0.996463096;0.995154666;0.994253216;0.990525282;0.992195515;0.995162609;0.992818153;0.987077721;0.996569399;0.995784711;0.996526102;0.994804012;0.994779953;0.989791284;0.986351089;0.993799067;0.993558823;0.993149248;0.990237938;0.998458038;0.993271975;0.994250764;0.99789907;0.996220632;0.999456074;0.988429546;0.992968377;0.986137271;0.989699882;0.989126064;0.983742083;0.986951808;0.993101714;0.996715355;0.996565771;0.983887176;0.987577043;0.992095445;0.995895438;0.998743377;0.995122293;0.990331538;0.980159969;0.993349589;0.99568022;0.999627709;0.973667654;0.987739073;0.997531349;0.997676484;0.996528569;0.982744403;0.984642993;0.992235429;0.994364189;0.995056417;0.995852032;0.991174935;0.99721432
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=50,threadContextMapAlias=NoGcSortedArray;0.997969951;0.851907734;0.955025576;0.985463931;0.98588543;0.990219396;0.992267545;0.995963495;0.995452026;0.995084353;0.992416789;0.99895513;0.99271394;0.997328869;0.996467681;0.988085577;0.992388288;0.996917465;0.992144044;0.99635068;0.992873145;0.990246894;0.998456349;0.995188892;0.954694667;0.980430845;0.994487144;0.993591705;0.939053636;0.938614357;0.992800297;0.955095666;0.958814184;0.99870673;0.993510925;0.996312012;0.999155851;0.998226408;0.896236749;0.88816771;0.996089776;0.996091126;0.891014872;0.896794201;0.98939726;0.995789976;0.99856021;0.994965585;0.996468237;0.996829985;0.998771042;0.974579742;0.968742002;0.997337406;0.961635177;0.989198784;0.983411436;0.868861486;0.914380843;0.96116047;0.93299964;0.999243919;0.999632956;0.999146542;0.999598797;0.846849362;0.956593252;0.966295999;0.995055197;0.998490457;0.996468375;0.847205518;0.835805444;0.99376774;0.998757995;0.995978567;0.998999004;0.884860017;0.884196549;0.999213774;0.889431549;0.888016819;0.992467869;0.997845639;0.991630413;0.985140693;0.96083586;0.956231603;0.999298435;0.9915674;0.988273206;0.983082211;0.998740574;0.996855259;0.998410999;0.891160136;0.88248364;0.932513512;0.978786562
