project;commit;benchmark;params;i1;i2;i3;i4;i5;i6;i7;i8;i9;i10
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=500,threadContextMapAlias=CopySortedArray;0.279265376;0.219026533;0.185276073;0.163411445;0.147831582;0.136044755;0.126721305;0.119084395;0.112684448;0.10723604
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=500,threadContextMapAlias=Default;0.130517177;0.102179615;0.087756791;0.077934428;0.070997869;0.065724255;0.061479901;0.058043865;0.055180344;0.052726093
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=500,threadContextMapAlias=NoGcOpenHash;0.019561208;0.051747423;0.043973607;0.038861525;0.035214216;0.032514991;0.030435023;0.028729738;0.027364954;0.026203919
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=500,threadContextMapAlias=NoGcSortedArray;0.058315094;0.06446605;0.056575532;0.05070804;0.046410232;0.043211098;0.04055614;0.038671902;0.036910526;0.035341947
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=5,threadContextMapAlias=CopyOpenHash;0.042819128;0.036984015;0.034973766;0.04050148;0.041442542;0.044828329;0.045329805;0.045008245;0.045158984;0.046477392
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=5,threadContextMapAlias=CopySortedArray;0.023520531;0.022480859;0.026064699;0.025257343;0.024617869;0.023718194;0.023078674;0.022800241;0.022204068;0.022213788
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=5,threadContextMapAlias=Default;0.05210349;0.046065182;0.04429575;0.043000365;0.042144365;0.041590984;0.040951154;0.040733085;0.040314206;0.040398812
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=5,threadContextMapAlias=NoGcOpenHash;0.066054926;0.064837629;0.068106552;0.066405708;0.064355941;0.063289784;0.062344492;0.062020283;0.06494475;0.064275387
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=5,threadContextMapAlias=NoGcSortedArray;0.047311641;0.044363367;0.043459043;0.043042692;0.042440273;0.04240026;0.042179936;0.0419704;0.041903826;0.041731261
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=50,threadContextMapAlias=CopyOpenHash;0.333333698;0.343477407;0.316593837;0.296526007;0.275137393;0.260732734;0.250212751;0.24416156;0.235304388;0.230116685
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=50,threadContextMapAlias=CopySortedArray;0.11983904;0.110826842;0.128739498;0.1200509;0.115441205;0.11632665;0.113322528;0.110502252;0.108230631;0.106461841
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=50,threadContextMapAlias=Default;0.078913542;0.063618211;0.059410766;0.055961135;0.053109659;0.050437369;0.047813083;0.046803673;0.044571996;0.042699537
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=50,threadContextMapAlias=NoGcOpenHash;0.020885945;0.035961362;0.050874764;0.044665933;0.040342124;0.037069517;0.034659929;0.032647864;0.031026496;0.029643095
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=50,threadContextMapAlias=NoGcSortedArray;0.056617481;0.056832786;0.058123777;0.05743075;0.059168549;0.058241574;0.056936238;0.05650515;0.05605191;0.058545554
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=500,threadContextMapAlias=CopyOpenHash;0.23583195;0.187804564;0.163209067;0.148235261;0.145883807;0.138049552;0.133619736;0.129618503;0.126850753;0.123480326
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=500,threadContextMapAlias=CopySortedArray;0.07795393;0.065627623;0.082890759;0.076481442;0.071991503;0.068712613;0.066565221;0.064618304;0.063327897;0.06196841
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=500,threadContextMapAlias=Default;0.070166821;0.053091243;0.044542251;0.039284892;0.035612736;0.033004795;0.030870528;0.029640612;0.028213675;0.026978174
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=500,threadContextMapAlias=NoGcOpenHash;0.011534265;0.034038222;0.028848274;0.026839279;0.025085973;0.023722032;0.022687494;0.021889173;0.021132671;0.020452313
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=500,threadContextMapAlias=NoGcSortedArray;0.002227487;0.05953516;0.058873086;0.055932775;0.054256967;0.052993752;0.052020178;0.051199488;0.051701654;0.051182741
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadLocalVsConcurrentHashMapBenchmark.concurrentHashMap;;0.031190979;0.029053836;0.026049205;0.024026698;0.022240688;0.020976552;0.020005244;0.019258736;0.018623074;0.018264462
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadLocalVsConcurrentHashMapBenchmark.newInstance;;0.026742761;0.029962082;0.028374409;0.026145237;0.024201846;0.022581228;0.021225113;0.020076198;0.019089763;0.018232316
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadLocalVsConcurrentHashMapBenchmark.threadLocal;;0.033096655;0.028953571;0.026232779;0.024598621;0.027010121;0.026049758;0.026511015;0.025763765;0.026080924;0.026932653
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark.newInstance;;0.252377425;0.235902338;0.218338299;0.202330353;0.218754316;0.208790932;0.217060731;0.208726098;0.209242699;0.203097319
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark.objectPool;;0.031417108;0.029069116;0.025527022;0.023115887;0.02131958;0.019984738;0.020664736;0.019975795;0.019184926;0.018520764
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark.threadLocal;;0.027805945;0.024500268;0.02860501;0.028614687;0.028522296;0.027553032;0.027780603;0.02694109;0.027362226;0.026509703
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark._stringNewInstance;;0.07606925;0.077926033;0.077948778;0.078341633;0.078453412;0.080798017;0.08083033;0.080869807;0.079997357;0.079937293
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark._stringObjectPool;;0.028239522;0.030002202;0.030349542;0.02817349;0.026712816;0.025499235;0.025366504;0.024866622;0.024361841;0.024657366
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark._stringThreadLocal;;0.029270528;0.027288377;0.027059125;0.024138088;0.021974457;0.020474657;0.019218091;0.018201294;0.017316691;0.016855998
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.atomicFastFormat;;0.074469983;0.083034486;0.076940635;0.073327638;0.074010328;0.072127565;0.070608528;0.069905335;0.068964301;0.068218033
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.atomicFixedFormat;;0.06497064;0.070490415;0.067234743;0.06543397;0.06606566;0.065180488;0.064406479;0.063713937;0.063179474;0.062935974
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.baseline;;0;0.067310974;0.075567351;0.077928971;0.079685416;0.080031154;0.080186807;0.080748424;0.080677048;0.081528019
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.cachedThrdLocalCustomFormat;;0.067842292;0.072591967;0.072010585;0.07255542;0.070694671;0.071455206;0.070219483;0.069260958;0.06956591;0.069828257
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.cachedThrdLocalSimpleDateFmt;;0.072746511;0.065829993;0.065271041;0.111469968;0.114662973;0.112496645;0.111467611;0.107892833;0.104458813;0.101413479
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.fastDateFormat;;0.053170158;0.068309522;0.065518633;0.062351479;0.059206425;0.057048637;0.054988177;0.053203431;0.051954824;0.051044879
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.fixedDateFormat;;0.031274107;0.034322914;0.095612594;0.101683699;0.100979599;0.10138337;0.103417613;0.104170028;0.103110791;0.102345164
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt;;0.070139841;0.052680626;0.049173172;0.046102936;0.042836078;0.041867;0.040825731;0.03925952;0.038431246;0.038041465
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.threadLocalSimpleDateFmt;;0.030434655;0.035052534;0.031293635;0.028919008;0.027292213;0.026851206;0.027394993;0.026933054;0.026104561;0.025434233
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.fastDateFormatCreateNewStringBuilder;;0.075728551;0.070638561;0.064933662;0.060648483;0.057707407;0.055581766;0.054014204;0.05307345;0.05184235;0.050899009
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.fastDateFormatReuseStringBuilder;;0.046914456;0.043014357;0.041992826;0.039481816;0.037857967;0.037398628;0.036687126;0.035927856;0.035936988;0.035406794
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.fixedBitFiddlingReuseCharArray;;0.110705417;0.094771011;0.083758052;0.107602056;0.112834373;0.112737554;0.110720037;0.107992921;0.105051767;0.102113512
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.fixedDateFormatCreateNewCharArray;;0.023681211;0.02613056;0.029352086;0.050816982;0.060510235;0.064859436;0.065823764;0.067111655;0.067710384;0.068243176
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.fixedDateFormatReuseCharArray;;0.017518454;0.025731876;0.027826128;0.034310545;0.036268865;0.036787091;0.036818896;0.037242952;0.036915266;0.036756395
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.fixedFormatReuseStringBuilder;;0.018132249;0.064915006;0.053635199;0.049256702;0.044451211;0.042266893;0.040598962;0.039447817;0.037373257;0.036553318
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.simpleDateFormat;;0.05605611;0.058817753;0.053218145;0.053297426;0.052317558;0.05092943;0.050946301;0.050359238;0.049842892;0.049485821
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxBoolean;;0.076724305;0.209813861;0.229881298;0.206193847;0.189222021;0.176362474;0.166169099;0.157813363;0.150829156;0.145047711
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxDouble;;0.013889339;0.043145374;0.045137127;0.046103753;0.047272662;0.048118183;0.04848079;0.048868665;0.049434403;0.049489178
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxFloat;;0.06993777;0.065433575;0.055992817;0.049646614;0.045041171;0.046838395;0.043844355;0.041169742;0.03897061;0.03708338
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxInt;;0.056805098;0.100379577;0.08807218;0.07619883;0.074334607;0.067884949;0.062867147;0.063842008;0.060294456;0.05727909
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxLong;;0.075568092;0.142445903;0.127282603;0.115061971;0.10553559;0.097947161;0.091749621;0.086576273;0.082178302;0.07838223
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxShort;;0.068331807;0.066029903;0.065375397;0.06638975;0.065982118;0.066200846;0.066179582;0.065840584;0.065473127;0.065059334
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UuidGeneratorBenchmark.base;;0.0573353;0.069921664;0.061672315;0.070906232;0.073493778;0.067060603;0.062066413;0.058044044;0.054714359;0.051898944
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UuidGeneratorBenchmark.randomUUID;;0.360747023;0.36251399;0.292401309;0.25140052;0.224586387;0.204675275;0.189227148;0.176918637;0.166687858;0.158229098
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UuidGeneratorBenchmark.timeBasedUUID;;0.008628383;0.011137674;0.012976509;0.013752929;0.013173331;0.013578811;0.013808935;0.013525043;0.013961794;0.013663055
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.VarargsBenchmark.baseline;;0.089807596;0.09213796;0.108443283;0.106363874;0.102487984;0.099889379;0.097560995;0.0952605;0.093535603;0.092205721
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.VarargsBenchmark.individualParams;;0.071308686;0.075246898;0.075600156;0.074868845;0.075152296;0.073706423;0.068549741;0.068550277;0.068774184;0.068369368
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.VarargsBenchmark.varargParams;;0.074734058;0.077363803;0.076859435;0.074269717;0.073915941;0.072707644;0.0712619;0.070698934;0.069775416;0.069260317
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapObservable;times=1;0.032957168;0.026550442;0.046404991;0.222596074;0.201806063;0.18608453;0.173554376;0.163111113;0.154411353;0.147015855
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapObservable;times=1000;0.308699683;0.300443542;0.271464333;0.24723451;0.22791026;0.212283536;0.199384663;0.188532103;0.179249753;0.171198884
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapObservable;times=1000000;0.009371523;0.012373102;0.010520015;0.010283476;0.009426028;0.009572582;0.009402166;0.009495971;0.009069362;0.009067491
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapPublisher;times=1;0.061357442;0.052695757;0.051207324;0.050331862;0.047222319;0.046572256;0.044035672;0.04177512;0.039946829;0.03843207
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapPublisher;times=1000;0.009419268;0.007344412;0.006242351;0.005572683;0.005113998;0.004771708;0.004562647;0.004334516;0.004157031;0.004005505
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapPublisher;times=1000000;0.003774054;0.005789905;0.005144497;0.004822316;0.004633074;0.004500542;0.004264317;0.004107414;0.003932378;0.003800834
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1;0.034350936;0.028821621;0.039742786;0.03784734;0.036626526;0.034344732;0.032882062;0.031906333;0.030674068;0.029690922
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1000;0.144775141;0.111798161;0.093870458;0.082441679;0.074429028;0.068370667;0.063637214;0.059763622;0.056520211;0.053750579
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1000000;0.016720164;0.068187623;0.065470713;0.060958502;0.056627313;0.052983147;0.049926191;0.047292641;0.045025602;0.043054589
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsPublisher;times=1;0.044967052;0.038479529;0.0482554;0.048786555;0.048382167;0.04784825;0.047936386;0.049335868;0.048092049;0.046616004
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsPublisher;times=1000;0.015605948;0.011799918;0.009766318;0.008650912;0.007911993;0.007321089;0.006925822;0.006602354;0.006294109;0.006001252
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsPublisher;times=1000000;0.002383389;0.003629289;0.003390499;0.003168983;0.00290868;0.002699538;0.002528187;0.002384987;0.002263211;0.002158108
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHideObservable;times=1;0.036019238;0.048328416;0.054581444;0.056836474;0.057308174;0.057424936;0.057700203;0.05731702;0.05746013;0.057386647
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHideObservable;times=1000;0.120378627;0.087570813;0.072119755;0.062692911;0.056214633;0.051403982;0.04764182;0.044604424;0.042078893;0.039941027
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHideObservable;times=1000000;0.008645988;0.024902751;0.023266;0.021685375;0.022520469;0.020930924;0.019631689;0.018528105;0.017600601;0.016821813
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHidePublisher;times=1;0.046938262;0.043076865;0.040127844;0.036996376;0.039098848;0.037687652;0.037606094;0.039322475;0.038544881;0.041999318
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHidePublisher;times=1000;0.019653428;0.014993896;0.012537594;0.011002474;0.009932157;0.009137021;0.008526975;0.008028702;0.007612348;0.007261241
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHidePublisher;times=1000000;0.004377781;0.004281466;0.004040396;0.003758543;0.004082375;0.004253766;0.004076606;0.003862907;0.003692547;0.003533414
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapObservable;times=1;0.037631103;0.031613194;0.034956475;0.03372873;0.032088913;0.030660428;0.028877241;0.027633344;0.026862409;0.025929026
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapObservable;times=1000;0.016952896;0.013117405;0.010904934;0.009680918;0.008741137;0.008039777;0.007474762;0.007026352;0.006711429;0.006389196
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapObservable;times=1000000;0.005351767;0.006123385;0.005504604;0.005797879;0.005580654;0.005259562;0.005118435;0.005012447;0.004823393;0.004749997
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapPublisher;times=1;0.028957641;0.026909442;0.042289613;0.042608534;0.042614742;0.040401517;0.038385124;0.036618725;0.035656966;0.034611058
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapPublisher;times=1000;0.087292595;0.06871157;0.057883307;0.050896108;0.045942859;0.042187057;0.039222922;0.036809245;0.034787376;0.033066985
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapPublisher;times=1000000;0.002264958;0.002347853;0.002331676;0.002399631;0.002380758;0.002284194;0.002248441;0.002159237;0.002075917;0.001999366
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsObservable;times=1;0.066515361;0.055303881;0.149591294;0.136624697;0.126745728;0.118365784;0.111609844;0.105386669;0.100450419;0.09631571
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsObservable;times=1000;0.059685776;0.05002198;0.042656581;0.037686666;0.034120447;0.031387401;0.029206436;0.027424042;0.025933604;0.024661005
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsObservable;times=1000000;0.002463987;0.002785855;0.002975641;0.004690941;0.004368652;0.004205873;0.00399345;0.004650909;0.004577043;0.004529649
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsPublisher;times=1;0.057373244;0.046549156;0.040123404;0.036121196;0.033204483;0.0312525;0.0300989;0.110352363;0.104326472;0.099255472
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsPublisher;times=1000;0.01261691;0.009749741;0.008015612;0.00698788;0.006297917;0.00574911;0.005358428;0.005040291;0.004752101;0.00453496
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsPublisher;times=1000000;0.004273547;0.003316885;0.035794237;0.040618873;0.039917307;0.038610149;0.037107701;0.035734636;0.034383141;0.033171957
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapHideObservable;times=1;0.059582025;0.057496885;0.060245121;0.06149309;0.060573433;0.060332844;0.059137951;0.05895534;0.058672485;0.058612426
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapHideObservable;times=1000;0.133975786;0.095988967;0.078641919;0.068224867;0.061064853;0.055787521;0.051680306;0.048363012;0.045613543;0.043285997
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapHideObservable;times=1000000;0.033034961;0.037462379;0.035663763;0.036888141;0.037744686;0.039434064;0.037890243;0.037165679;0.03673376;0.042110735
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapHidePublisher;times=1;0.053520003;0.040862523;0.037760712;0.035754533;0.03342209;0.032426976;0.030953953;0.031100677;0.030050979;0.029350165
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapHidePublisher;times=1000;0.016292234;0.012329604;0.010314121;0.00904831;0.008168032;0.007521176;0.007006981;0.006600146;0.00625975;0.005971898
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapHidePublisher;times=1000000;0.002356017;0.004241694;0.004599307;0.004182676;0.003986008;0.004287184;0.004012902;0.003784146;0.003589888;0.003422402
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapObservable;times=1;0.025839504;0.024093471;0.033843549;0.033181869;0.031548836;0.030589912;0.029928857;0.028864947;0.027517643;0.027076939
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapObservable;times=1000;0.014382892;0.010685526;0.008823806;0.007729944;0.006967663;0.006416865;0.005985399;0.005643014;0.005373912;0.005140778
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapObservable;times=1000000;0.003344749;0.002773486;0.00234068;0.00403173;0.004257587;0.004120975;0.004117205;0.003966259;0.003844363;0.003796254
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapPublisher;times=1;0.061975739;0.052230539;0.049879103;0.053620125;0.053716761;0.050146308;0.047539843;0.046281462;0.044505592;0.044502276
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapPublisher;times=1000;0.01926751;0.014241095;0.011811959;0.010350908;0.009336693;0.008582166;0.007996613;0.00752013;0.007128933;0.006800555
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapPublisher;times=1000000;0.004155937;0.003303413;0.002776437;0.002692035;0.002612341;0.002471719;0.002344251;0.002231275;0.002131434;0.002042894
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlattenAsObservable;times=1;0.028091936;0.045475886;0.045516476;0.042749984;0.0399646;0.037514908;0.035406982;0.033590001;0.032011503;0.03062763
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlattenAsObservable;times=1000;0.013202805;0.009727369;0.008798986;0.008244359;0.007543492;0.007003535;0.006596666;0.006256248;0.005952183;0.005683941
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlattenAsObservable;times=1000000;0.005709216;0.006640604;0.006471355;0.006813905;0.00643032;0.00635431;0.00629623;0.00631366;0.006443718;0.006383087
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlattenAsPublisher;times=1;0.032535359;0.025858501;0.030702938;0.03282917;0.033424287;0.032278953;0.031318172;0.031905965;0.031961066;0.030818329
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlattenAsPublisher;times=1000;0.013470071;0.01069137;0.009408146;0.008870864;0.00854061;0.008044493;0.00810138;0.007836411;0.007694557;0.00746675
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlattenAsPublisher;times=1000000;0.008496127;0.006647164;0.060598168;0.059605179;0.056316543;0.0532319;0.050519397;0.048134871;0.045999669;0.044122976
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.completable;;0.089772795;0.066550275;0.142365949;0.142182633;0.132863155;0.124342965;0.116979881;0.111826024;0.10619438;0.101305643
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.flowableBlockingFirst;;0.094667545;0.07904124;0.081715496;0.078167338;0.076097148;0.072474226;0.069526783;0.06686473;0.066834123;0.064532518
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.flowableBlockingLast;;0.052686665;0.063629607;0.060280173;0.055826593;0.052087331;0.049070571;0.0463989;0.044431215;0.042224284;0.040617651
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.maybe;;0.046359183;0.056541177;0.053056372;0.04868914;0.045250108;0.043515847;0.042849566;0.042825985;0.042724056;0.041421654
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.observableBlockingFirst;;0.047972612;0.041560301;0.040917403;0.043733219;0.044067292;0.043904922;0.042463337;0.042946705;0.043191551;0.042958995
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.observableBlockingLast;;0.027429682;0.026653484;0.039135387;0.042762392;0.043897627;0.043661283;0.043412632;0.042762023;0.043015911;0.044497075
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.single;;0.04104832;0.055755619;0.052354782;0.048953674;0.046275532;0.043926141;0.042363435;0.040557848;0.038949861;0.037774309
ReactiveX/RxJava;;io.reactivex.BlockingPerf.flowableBlockingFirst;times=1;0.052362304;0.056568504;0.067881723;0.067149231;0.064626174;0.0623349;0.059850589;0.057669805;0.055574186;0.053607374
ReactiveX/RxJava;;io.reactivex.BlockingPerf.flowableBlockingFirst;times=1000;0.040491649;0.0718314;0.071785696;0.067729975;0.063837207;0.060537062;0.057332057;0.054666418;0.052422883;0.050492214
ReactiveX/RxJava;;io.reactivex.BlockingPerf.flowableBlockingFirst;times=1000000;0.015556297;0.01682536;0.069688491;0.060946408;0.057172979;0.054266607;0.056537117;0.056096926;0.053099177;0.055037265
ReactiveX/RxJava;;io.reactivex.BlockingPerf.flowableBlockingLast;times=1;0.067826646;0.050979346;0.056306305;0.055018189;0.052654861;0.050305712;0.048193287;0.046283435;0.04460842;0.043137751
ReactiveX/RxJava;;io.reactivex.BlockingPerf.flowableBlockingLast;times=1000;0.010271402;0.008720725;0.0082734;0.008163665;0.008327304;0.007913095;0.007495597;0.007332277;0.007409835;0.007502015
ReactiveX/RxJava;;io.reactivex.BlockingPerf.flowableBlockingLast;times=1000000;0.007214839;0.007227744;0.007309722;0.007228251;0.007271024;0.007197116;0.0070955;0.00704383;0.106558363;0.131625513
ReactiveX/RxJava;;io.reactivex.BlockingPerf.observableBlockingFirst;times=1;0.060212723;0.070380561;0.063307365;0.059139947;0.056427189;0.054149297;0.054054136;0.052239624;0.050157944;0.049786109
ReactiveX/RxJava;;io.reactivex.BlockingPerf.observableBlockingFirst;times=1000;0.097668762;0.073187804;0.064820599;0.058480492;0.053694671;0.050133688;0.047314504;0.04512482;0.043511137;0.041987195
ReactiveX/RxJava;;io.reactivex.BlockingPerf.observableBlockingFirst;times=1000000;0.042458016;0.032970886;0.041462025;0.052635292;0.052010453;0.050427229;0.048590573;0.048472626;0.046502304;0.047426451
ReactiveX/RxJava;;io.reactivex.BlockingPerf.observableBlockingLast;times=1;0.036166556;0.02955804;0.044716676;0.045721345;0.044709643;0.043385273;0.042057669;0.040752908;0.039564888;0.038438445
