project;commit;benchmark;param;i6;i7;i8;i9;i10;i11;i12;i13;i14;i15;i16;i17;i18;i19;i20;i21;i22;i23;i24;i25;i26;i27;i28;i29;i30;i31;i32;i33;i34;i35;i36;i37;i38;i39;i40;i41;i42;i43;i44;i45;i46;i47;i48;i49;i50;i51;i52;i53;i54;i55;i56;i57;i58;i59;i60;i61;i62;i63;i64;i65;i66;i67;i68;i69;i70;i71;i72;i73;i74;i75;i76;i77;i78;i79;i80;i81;i82;i83;i84;i85;i86;i87;i88;i89;i90;i91;i92;i93;i94;i95;i96;i97;i98;i99;i100
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endFile;;0.669006446;0.883697239;0.978411426;0.988332143;0.989098032;0.989098032;0.992714017;0.993992034;0.993992034;0.993992034;0.9927716;0.991143996;0.991143996;0.991143996;0.991143996;0.991143996;0.990146931;0.990146931;0.987897856;0.987897856;0.987897856;0.987897856;0.987897856;0.985347031;0.983460307;0.983460307;0.983460307;0.983460307;0.983460307;0.991553042;0.992672439;0.994044738;0.994044738;0.994044738;0.995897233;0.993743243;0.993743243;0.993743243;0.992561328;0.992561328;0.992561328;0.984667475;0.984667475;0.984667475;0.984667475;0.984667475;0.989259067;0.989259067;0.989259067;0.989259067;0.987575298;0.985521765;0.985521765;0.985521765;0.985521765;0.985521765;0.985620011;0.987760582;0.989821762;0.989821762;0.989821762;0.989821762;0.993104485;0.993627876;0.993627876;0.993627876;0.991962106;0.991962106;0.987370292;0.985691092;0.985691092;0.979084516;0.979084516;0.979084516;0.979084516;0.979084516;0.990408997;0.991069855;0.991069855;0.992637347;0.992637347;0.992637347;0.991208764;0.991208764;0.991208764;0.991208764;0.991208764;0.993582091;0.996380866;0.995114124;0.995114124;0.995114124;0.995114124;0.99372514;0.987005475
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=500,threadContextMapAlias=Default;0.241620986;0.821703379;0.821703379;0.424859857;0.424859857;0.424859857;0.424859857;0.424859857;0.987050637;0.987050637;0.987050637;0.987050637;0.991765871;0.991765871;0.987849137;0.987849137;0.987849137;0.985239165;0.985239165;0.985239165;0.985239165;0.985239165;0.991884615;0.991884615;0.992198077;0.992198077;0.990574055;0.985791923;0.985791923;0.985791923;0.985791923;0.985791923;0.990309212;0.990309212;0.992043801;0.992043801;0.987335918;0.987335918;0.986306264;0.986306264;0.986306264;0.986306264;0.986306264;0.986920524;0.986920524;0.986920524;0.986920524;0.990447505;0.990447505;0.994344189;0.994344189;0.990819862;0.990819862;0.985996283;0.985996283;0.985996283;0.985996283;0.985996283;0.990260093;0.991678467;0.990825093;0.990825093;0.990825093;0.990825093;0.990825093;0.991652179;0.989895125;0.989895125;0.989895125;0.989895125;0.989895125;0.992278358;0.992278358;0.992278358;0.992554056;0.992554056;0.99260318;0.99260318;0.990418922;0.990418922;0.990418922;0.98275012;0.98275012;0.98275012;0.98275012;0.98275012;0.987844495;0.990965991;0.990965991;0.990965991;0.990965991;0.991055004;0.991388699;0.988326713;0.988326713
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param3LogbackFile;;0.414060654;0.414060654;0.414060654;0.834714575;0.986961936;0.988624418;0.988624418;0.992366295;0.992366295;0.995251661;0.995281425;0.993240774;0.993240774;0.993240774;0.993240774;0.993240774;0.993894256;0.993894256;0.993894256;0.993894256;0.994452308;0.995007233;0.995250885;0.991948131;0.991183295;0.991183295;0.991183295;0.987288389;0.987288389;0.987288389;0.987288389;0.987288389;0.989020383;0.989034054;0.989339311;0.989339311;0.989339311;0.989339311;0.989339311;0.989823944;0.989823944;0.989823944;0.989823944;0.991748883;0.990448681;0.990448681;0.990371851;0.990371851;0.990371851;0.989880595;0.989880595;0.989880595;0.98568257;0.98568257;0.98568257;0.98568257;0.98568257;0.994496542;0.992586144;0.992586144;0.992586144;0.992586144;0.989682426;0.989682426;0.989682426;0.989682426;0.989682426;0.990079431;0.990079431;0.990079431;0.990079431;0.990825751;0.98877791;0.98877791;0.98877791;0.98877791;0.98877791;0.988274239;0.988274239;0.988274239;0.988274239;0.988274239;0.990592045;0.990592045;0.992846176;0.992846176;0.992846176;0.993895474;0.994716948;0.994716948;0.986648058;0.986648058;0.986648058;0.986648058;0.986648058
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput5Params;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0.951521873;0.966695553;0.966695553;0.966695553;0.988582059;0.988582059;0.988582059;0.988582059;0.992648617;0.992648617;0.992648617;0.994434307;0.993907449;0.993907449;0.993907449;0.993907449;0.991487294;0.990869495;0.990869495;0.990869495;0.990869495;0.990869495;0.994837678;0.990238746;0.987836714;0.987836714;0.987836714;0.987836714;0.987836714;0.991167076;0.991167076;0.991167076;0.991167076;0.994984603;0.994984603;0.986700713;0.986700713;0.986700713;0.984461818;0.980958013;0.980958013;0.980958013;0.980958013;0.980958013;0.990830636;0.985517352;0.985517352;0.985517352;0.985517352;0.985517352;0.988152181;0.981442807;0.981442807;0.981442807;0.981442807;0.981442807;0.989863965;0.988230338;0.988230338;0.988230338;0.988230338;0.988230338;0.989599911;0.989599911;0.989599911;0.9913957;0.996014059;0.993202644;0.993202644;0.993202644;0.993202644;0.993202644;0.989574567;0.989574567;0.989574567;0.989574567;0.989574567;0.993408289;0.993408289;0.994970129;0.989200542;0.989200542;0.989200542;0.989200542;0.989200542;0.989367232;0.989367232;0.989367232;0.989367232;0.989367232;0.991661604;0.991661604;0.991661604;0.993031865;0.993031865
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMDNoSpace;;0.600302308;0.961312504;0.983796186;0.976732841;0.976732841;0.976732841;0.976732841;0.976732841;0.978766881;0.969651454;0.969651454;0.969651454;0.969651454;0.969651454;0.972370698;0.983183765;0.981907658;0.981907658;0.981907658;0.981907658;0.981907658;0.991260351;0.981499771;0.981499771;0.981499771;0.981499771;0.981499771;0.982815428;0.982815428;0.993620222;0.99219247;0.984744814;0.984744814;0.984744814;0.984744814;0.984744814;0.988681226;0.991672934;0.99045136;0.99045136;0.99045136;0.99045136;0.99045136;0.982280579;0.982280579;0.982280579;0.982280579;0.982280579;0.987445212;0.988915677;0.988915677;0.993169711;0.992941559;0.992941559;0.986513347;0.986513347;0.981624228;0.981624228;0.981624228;0.981624228;0.981624228;0.991925533;0.99141248;0.988321515;0.988321515;0.988321515;0.988259711;0.988259711;0.988259711;0.988259711;0.988259711;0.988830317;0.988110522;0.988110522;0.988110522;0.988110522;0.988110522;0.98958204;0.98958204;0.98958204;0.98958204;0.98958204;0.991052616;0.971767784;0.971767784;0.971767784;0.971767784;0.971767784;0.972860522;0.976896841;0.961677558;0.955145579;0.955145579;0.955145579;0.955145579
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.singleLoggingThread;asyncLoggerType=ASYNC_CONTEXT,queueFullPolicy=ENQUEUE_UNSYNCHRONIZED;0.344861942;0.933703567;0.953699225;0.953699225;0.954717229;0.923592429;0.923592429;0.923592429;0.923592429;0.923592429;0.882516113;0.882516113;0.882516113;0.882516113;0.882516113;0.946446569;0.86084591;0.86084591;0.86084591;0.86084591;0.86084591;0.881334947;0.882787349;0.882787349;0.882787349;0.882787349;0.882787349;0.932179139;0.924995529;0.924995529;0.924995529;0.924995529;0.924995529;0.904367822;0.771386023;0.771386023;0.771386023;0.771386023;0.771386023;0.881270365;0.881270365;0.881270365;0.935147694;0.935147694;0.947026523;0.970534387;0.970534387;0.970534387;0.970534387;0.983994867;0.983994867;0.993923658;0.993792116;0.987984599;0.987984599;0.987984599;0.987984599;0.987984599;0.995035036;0.992514449;0.989307132;0.989307132;0.989307132;0.989307132;0.989307132;0.993858832;0.993858832;0.993689453;0.991821351;0.991821351;0.991821351;0.991821351;0.991821351;0.993999613;0.993999613;0.993999613;0.994056237;0.994056237;0.991341009;0.991341009;0.991341009;0.991341009;0.991341009;0.992823856;0.991246829;0.991246829;0.983102525;0.983102525;0.983102525;0.983102525;0.983102525;0.98065305;0.98065305;0.98065305;0.98065305
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test07_getReflectiveCallerClassUtility;;0.79989517;0.79989517;0.79989517;0.942718566;0.942718566;0.978056801;0.978056801;0.971288395;0.971288395;0.971288395;0.971288395;0.971288395;0.985702063;0.985702063;0.985702063;0.990058325;0.990058325;0.992340831;0.987248457;0.987106392;0.987106392;0.987106392;0.987106392;0.987106392;0.992679894;0.992679894;0.991969167;0.982690684;0.982690684;0.982690684;0.982690684;0.982690684;0.991547172;0.991547172;0.991547172;0.991547172;0.993983151;0.993983151;0.993393519;0.985070506;0.985070506;0.985070506;0.985070506;0.985070506;0.988272152;0.993865905;0.993865905;0.99364424;0.988958882;0.988958882;0.988582045;0.988582045;0.988582045;0.988582045;0.986348346;0.986348346;0.985786138;0.985786138;0.985786138;0.985786138;0.985786138;0.983260745;0.983260745;0.983260745;0.983260745;0.983260745;0.991533738;0.991533738;0.984489639;0.984489639;0.984489639;0.984489639;0.984489639;0.992726555;0.995242874;0.991096492;0.989198675;0.989198675;0.989198675;0.989198675;0.989198675;0.995267972;0.995208948;0.988840457;0.988840457;0.988840457;0.988840457;0.988840457;0.989051572;0.989051572;0.989051572;0.989460175;0.990832282;0.990832282;0.990832282
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.log4j2Throwable;;0.544378304;0.958991361;0.97267665;0.97267665;0.993676647;0.993676647;0.994659065;0.994659065;0.991799217;0.991799217;0.991799217;0.991799217;0.991799217;0.991999931;0.991999931;0.991999931;0.988157856;0.988157856;0.97089512;0.97089512;0.97089512;0.97089512;0.97089512;0.979409741;0.988673567;0.970294069;0.967616355;0.967616355;0.967616355;0.967616355;0.967616355;0.990374435;0.911430084;0.911430084;0.911430084;0.911430084;0.911430084;0.921988014;0.979701742;0.979701742;0.979701742;0.978978564;0.950968768;0.950968768;0.950968768;0.950968768;0.950968768;0.979062059;0.970796814;0.816993327;0.816993327;0.763518493;0.763518493;0.763518493;0.763518493;0.763518493;0.83679374;0.885912582;0.885912582;0.885912582;0.885912582;0.836180113;0.836180113;0.836180113;0.836180113;0.836180113;0.858266952;0.858266952;0.858266952;0.858266952;0.863139582;0.991029435;0.990679692;0.968503842;0.968503842;0.968503842;0.936393566;0.936393566;0.886929657;0.670310339;0.670310339;0.670310339;0.670310339;0.670310339;0.871977517;0.895202263;0.958982511;0.958982511;0.729941945;0.729941945;0.729941945;0.729941945;0.729941945;0.794170794;0.862473585
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.fixedDateFormatReuseCharArray;;0.427681589;0.758367444;0.988815816;0.993069814;0.995123079;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.usAsciiStringGetBytesString;;0.486445817;0.486445817;0.944576444;0.964266718;0.964266718;0.989711997;0.991420203;0.991420203;0.990399305;0.990399305;0.977075301;0.977075301;0.977075301;0.977075301;0.977075301;0.978460539;0.978460539;0.977111894;0.977111894;0.977111894;0.977111894;0.977111894;0.979950793;0.935511945;0.935511945;0.935511945;0.935511945;0.935511945;0.943432086;0.97740799;0.991774034;0.983879869;0.980386228;0.980386228;0.974877306;0.971929056;0.971929056;0.899646319;0.899646319;0.899646319;0.899646319;0.880380094;0.880380094;0.880380094;0.880380094;0.880380094;0.889785639;0.986779366;0.995046568;0.893179246;0.893179246;0.893179246;0.893179246;0.893179246;0.900413453;0.828026983;0.80564957;0.80564957;0.80564957;0.80564957;0.798532829;0.798532829;0.798532829;0.798532829;0.798532829;0.807541866;0.838575772;0.987321768;0.90051318;0.889247307;0.889247307;0.889247307;0.889247307;0.889247307;0.989486955;0.989486955;0.989486955;0.989486955;0.989486955;0.718367201;0.701795916;0.701795916;0.701795916;0.701795916;0.701795916;0.885333395;0.885333395;0.885333395;0.885333395;0.885333395;0.989239769;0.989239769;0.989239769;0.993335785;0.993335785
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark.serializableMCD;;0.797982965;0.96332592;0.974046431;0.974046431;0.984242281;0.984242281;0.984242281;0.985445901;0.9897958;0.987008322;0.987008322;0.987008322;0.987008322;0.987008322;0.990488511;0.990488511;0.990488511;0.984418646;0.984418646;0.984418646;0.984418646;0.984418646;0.991589702;0.991589702;0.991589702;0.991589702;0.991589702;0.990067428;0.990067428;0.990067428;0.990067428;0.990067428;0.9905646;0.9905646;0.98991346;0.989842433;0.989842433;0.989842433;0.989842433;0.989842433;0.991424343;0.990575748;0.990575748;0.985495196;0.985495196;0.985495196;0.985495196;0.984876405;0.984876405;0.984549723;0.984549723;0.984549723;0.984549723;0.984549723;0.985496105;0.992859073;0.992859073;0.992859073;0.992859073;0.992859073;0.992884602;0.992884602;0.993422941;0.993422941;0.993422941;0.991323743;0.985166999;0.98125313;0.98125313;0.98125313;0.98125313;0.98125313;0.984145265;0.99116441;0.98905597;0.985109581;0.985109581;0.985109581;0.985109581;0.985109581;0.990607086;0.990607086;0.990607086;0.990607086;0.994425163;0.984856113;0.984856113;0.984856113;0.984856113;0.984856113;0.985244761;0.985244761;0.985244761;0.985244761;0.991912616
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=500,threadContextMapAlias=CopySortedArray;0.1778382;0.985597339;0.985597339;0.988841374;0.988841374;0.988841374;0.988841374;0.989597223;0.989597223;0.989597223;0.989597223;0.989597223;0.989675918;0.989675918;0.989675918;0.989675918;0.989675918;0.991511365;0.988757074;0.988757074;0.988757074;0.988757074;0.988757074;0.993150014;0.993150014;0.993150014;0.993150014;0.993796072;0.991867934;0.991867934;0.991867934;0.991867934;0.991867934;0.992495817;0.992586928;0.990892294;0.990892294;0.990892294;0.990892294;0.990892294;0.991919665;0.991919665;0.991240963;0.988502368;0.988502368;0.988502368;0.988502368;0.988502368;0.988589679;0.988589679;0.988589679;0.991116872;0.994680038;0.994680038;0.994680038;0.994869144;0.994869144;0.994052056;0.992955122;0.992955122;0.992955122;0.991364918;0.991364918;0.991364918;0.991364918;0.991364918;0.993597286;0.993597286;0.99428673;0.994753613;0.993754583;0.993754583;0.993754583;0.993754583;0.993398324;0.991485122;0.991485122;0.991485122;0.991485122;0.991485122;0.993849629;0.98783961;0.98783961;0.98783961;0.98783961;0.98783961;0.988682273;0.988682273;0.992707964;0.992852553;0.992656598;0.992656598;0.987982987;0.987982987;0.987982987
