i100
0.029355921
0.050783838
0.023866258
0.015318461
0.018079956
0.026094925
0.020805484
0.039226655
0.014986201
0.024555264
0.022806963
0.024643564
0.044617455
0.097796826
0.145965445
0.045872835
0.078612854
0.046295405
0.114522718
0.052492943
0.121724424
0.094393305
0.077159662
0.035265326
0.189833402
0.073124339
0.062742979
0.060229123
0.053787002
0.061269278
0.044635231
0.142798382
0.05957534
0.049210363
0.248259968
0.056464676
0.062233306
0.031056926
0.043468069
0.041977377
0.049514165
0.084167066
0.064429713
0.047732749
0.0565109
0.06329181
0.083304242
0.11396828
0.04801643
0.07159113
0.292830429
0.076121391
0.075538873
0.0713613
0.064837049
0.101058516
0.152498477
0.067649321
0.05734695
0.106589409
0.048257229
0.05261445
0.06694949
0.063835294
0.052842574
0.07185177
0.14655009
0.139430478
0.06124371
0.253665856
0.031880576
0.051435621
0.063476598
0.092848339
0.03172197
0.352792548
0.071996104
0.068525618
0.043505322
0.073406351
0.067701535
0.056340142
0.054132457
0.065712233
0.172949831
0.081701668
0.055387309
0.047509504
0.053076096
0.054317714
0.093193737
0.083601548
0.228074313
0.067549746
0.057183362
0.049445235
0.05251511
0.08710162
0.111266099
0.066353789
0.116119642
0.051973049
0.024714173
0.062312369
0.061010037
0.028167452
0.070857091
0.029098067
0.013287515
0.02624581
0.036023641
0.059557053
0.015829737
0.058976068
0.023006378
0.023193355
0.070149693
0.070064857
0.264614253
0.108711888
0.130804309
0.09859342
0.026771288
0.125380994
0.036081104
0.086475986
0.025627131
0.09023793
0.542003061
0.077521687
0.079069941
0.136423644
0.099727137
0.088944599
0.149861447
0.096754805
0.091340096
0.047003545
0.086022266
0.120491761
0.103373206
0.154049706
0.068818235
0.048053538
0.060533063
0.101901023
0.057703335
0.11059544
0.096811365
0.118234847
0.059946767
0.081750812
0.108383939
0.059310915
0.088678757
0.064381956
0.04716319
0.115563926
0.084740279
0.092328797
0.158563335
0.140980913
0.076944962
0.061469736
0.06580516
0.04530616
0.101152683
0.030359857
0.04823088
0.048763843
0.15813626
0.126744338
0.03447969
0.059678107
