project;commit;benchmark;params;f1;f2;f3;f4;f5
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput5Params;;7;9;13;24;14
log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMD;;16;11;29;20;12
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughputSimple;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;9;9;11;9;15
log4j2;;org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testThroughputHSQLDBException;;21;20;20;15;2147483647
log4j2;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.singleLoggingThread;asyncLoggerType=ASYNC_CONFIG&queueFullPolicy=ENQUEUE;30;10;18;18;14
log4j2;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.logbackAsyncFile;;7;13;7;11;37
log4j2;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderRewrite;;31;2147483647;20;26;23
log4j2;;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxFloat;;13;18;22;12;29
log4j2;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark.format0;;12;2147483647;9;13;14
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=5&threadContextMapAlias=NoGcSortedArray;26;12;15;27;17
log4j2;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testIsDebugEnabledThroughput;;9;12;10;23;2147483647
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput11Params;;11;9;11;15;14
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.fixedDateFormat;;14;2147483647;46;30;20
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput9Params;;19;6;8;13;6
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughputSimple;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;25;10;9;16;11
log4j2;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param3Log4j2File;;17;34;12;14;16
log4j2;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.latencyStringFormatDouble;;16;14;22;13;37
log4j2;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageBenchmark.classicGetFormattedMsg;;19;24;12;22;19
log4j2;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.log4j2Throwable;;2147483647;15;10;2147483647;9
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput2Params;;2147483647;2147483647;11;2147483647;2147483647
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=5&threadContextMapAlias=NoGcOpenHash;15;33;13;15;16
log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.defaultStringGetBytesString;;27;25;27;27;24
log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArraySpace;;45;29;2147483647;2147483647;10
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=500&threadContextMapAlias=NoGcSortedArray;23;19;18;26;39
log4j2;;org.apache.logging.log4j.message.ParameterFormatterBenchmark.latency5Params;;18;14;2147483647;15;22
log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateHashContextDataBiConsumer;count=5&length=20;18;36;26;39;10
log4j2;;org.apache.logging.log4j.message.ParameterFormatterBenchmark.latency7Params;;2147483647;2147483647;36;14;21
