sungsoo/optiq-project,false,0,0,0,1,true,,,https://github.com/sungsoo/optiq-project.git,2014-09-23T03:06:31Z,,true,false,false,0,1
shakamunyi/beam,false,6,6,0,1,false,,,,,,false,,,,
kexianda/commons-crypto,true,0,0,0,1,true,apache/commons-crypto,false,https://github.com/kexianda/commons-crypto.git,2016-04-15T04:20:49Z,false,true,false,false,0,100
PascalSchumacher/byte-buddy,true,0,0,0,1,true,raphw/byte-buddy,true,https://github.com/PascalSchumacher/byte-buddy.git,2015-07-12T15:56:09Z,false,false,false,false,,
puniverse/RxJava,true,3,3,0,7,true,ReactiveX/RxJava,true,https://github.com/puniverse/RxJava.git,2017-06-26T11:02:01Z,true,false,false,false,,
vladimirdolzhenko/gflogger,false,19,19,8,2,true,,,https://github.com/vladimirdolzhenko/gflogger.git,2019-02-20T19:49:38Z,,true,false,false,0,100
thaibui/algorithms-core,false,0,0,0,1,true,,,https://github.com/thaibui/algorithms-core.git,2017-04-12T02:36:41Z,,true,false,false,0,61
sheenammittal7/directory-kerby,true,0,0,0,1,true,apache/directory-kerby,true,https://github.com/sheenammittal7/directory-kerby.git,2015-09-29T01:58:07Z,false,false,false,false,,
TechEmpower/misc,false,4,4,2,5,true,,,https://github.com/TechEmpower/misc.git,2018-07-22T02:57:19Z,,true,false,false,0,7
philandstuff/dropwizard,true,0,0,0,1,true,dropwizard/dropwizard,false,https://github.com/philandstuff/dropwizard.git,2018-04-05T21:18:08Z,false,true,false,false,0,100
sunchao/presto,true,0,0,0,2,true,prestodb/presto,false,https://github.com/sunchao/presto.git,2016-04-28T00:18:46Z,true,false,false,false,,
fabito/togglz,true,0,0,0,1,true,togglz/togglz,false,https://github.com/fabito/togglz.git,2015-11-02T03:07:57Z,false,true,false,false,0,100
openzipkin/zipkin,false,11484,11484,2089,721,true,,,https://github.com/openzipkin/zipkin.git,2019-08-16T10:35:37Z,,true,false,false,53,100
msteindorfer/oopsla15-artifact,false,28,28,5,2,true,,,https://github.com/msteindorfer/oopsla15-artifact.git,2018-12-24T20:22:23Z,,true,false,false,0,4
x-stream/xstream,false,449,449,132,41,true,,,https://github.com/x-stream/xstream.git,2019-08-15T06:03:25Z,,true,false,false,1,100
atlanmod/NeoEMF,false,36,36,10,17,true,,,https://github.com/atlanmod/NeoEMF.git,2019-06-03T20:41:55Z,,true,false,false,4,100
fenderstr/super-bench,false,0,0,0,1,true,,,https://github.com/fenderstr/super-bench.git,2015-04-08T17:37:14Z,,true,false,false,0,1
atomfrede/logw,true,0,0,0,0,true,sajato/logw,false,https://github.com/atomfrede/logw.git,2015-05-26T19:23:27Z,false,true,false,false,0,83
harishsharma/junk,false,0,0,0,1,true,,,https://github.com/harishsharma/junk.git,2016-01-20T06:30:32Z,,true,false,false,0,88
rspieldenner/spectator,true,0,0,0,1,true,Netflix/spectator,true,https://github.com/rspieldenner/spectator.git,2016-02-08T21:20:53Z,true,false,false,false,,
dflemstr/missinglink,true,0,0,0,2,true,spotify/missinglink,false,https://github.com/dflemstr/missinglink.git,2015-07-19T13:15:58Z,false,true,false,false,0,59
octabase/fnr-java,false,3,3,0,1,true,,,https://github.com/octabase/fnr-java.git,2018-06-09T15:44:50Z,,true,false,false,0,45
lukas-krecan/java8-playground,false,4,4,3,2,true,,,https://github.com/lukas-krecan/java8-playground.git,2016-11-11T16:31:20Z,,true,false,false,0,41
nicoulaj/jmh-utils,false,7,7,2,1,true,,,https://github.com/nicoulaj/jmh-utils.git,2019-08-13T15:44:57Z,,true,false,false,0,27
witi83/jmh-streams,false,0,0,0,1,true,,,https://github.com/witi83/jmh-streams.git,2014-10-25T12:24:55Z,,true,false,false,0,4
udoprog/tiny-async-java,false,12,12,7,2,true,,,https://github.com/udoprog/tiny-async-java.git,2018-10-17T13:07:21Z,,true,false,false,0,100
marksantos/simple-binary-encoding,true,1,1,0,1,true,real-logic/simple-binary-encoding,true,https://github.com/marksantos/simple-binary-encoding.git,2019-04-28T09:59:50Z,true,false,false,false,,
cawallin/presto,true,0,0,0,1,true,prestodb/presto,false,https://github.com/cawallin/presto.git,2016-03-18T00:24:50Z,true,false,false,false,,
real-logic/benchmarks,false,52,52,12,9,true,,,https://github.com/real-logic/benchmarks.git,2019-08-14T20:08:55Z,,true,false,false,0,100
DavideD/hibernate-ogm,true,3,3,5,1,true,hibernate/hibernate-ogm,false,https://github.com/DavideD/hibernate-ogm.git,2018-07-05T15:34:46Z,false,true,false,false,0,100
mugglmenzel/presto,true,1,1,0,1,true,Zutai/presto,false,https://github.com/mugglmenzel/presto.git,2017-11-08T08:30:15Z,false,true,false,false,6,100
PhillHenry/palgorithms,false,0,0,0,1,true,,,https://github.com/PhillHenry/palgorithms.git,2016-03-26T13:55:58Z,,true,false,false,0,18
jkirsch/spex,false,0,0,1,2,true,,,https://github.com/jkirsch/spex.git,2016-01-12T12:55:45Z,,true,false,false,0,100
lemire/RoaringBitmap,true,5,5,3,0,true,marshallpierce/RoaringBitmap,false,https://github.com/lemire/RoaringBitmap.git,2019-08-12T06:54:02Z,false,true,false,false,0,100
ThomasKrieger/benchmarks,false,4,4,2,3,true,,,https://github.com/ThomasKrieger/benchmarks.git,2019-03-29T13:17:20Z,,true,false,false,0,7
dmart28/reveno,false,252,252,59,43,true,,,https://github.com/dmart28/reveno.git,2019-08-12T12:11:21Z,,true,false,false,15,100
roboxue/librepsheet-java,true,0,0,0,1,false,,,,,,false,,,,
marko-bekhta/hibernate-validator,true,0,0,0,2,true,hibernate/hibernate-validator,false,https://github.com/marko-bekhta/hibernate-validator.git,2019-08-05T13:36:53Z,false,true,false,false,0,100
mosoft521/jodd,true,0,0,0,1,true,oblac/jodd,false,https://github.com/mosoft521/jodd.git,2019-07-17T00:49:37Z,false,true,false,false,0,100
eonezhang/servo,true,0,0,0,1,true,Netflix/servo,false,https://github.com/eonezhang/servo.git,2015-09-14T06:45:35Z,false,true,false,false,0,100
Vanilla-Java/Microservices,false,29,29,16,8,true,,,https://github.com/Vanilla-Java/Microservices.git,2019-07-11T19:33:54Z,,true,false,false,0,51
benjchristensen/RxJava,true,6,6,3,10,true,ReactiveX/RxJava,true,https://github.com/benjchristensen/RxJava.git,2018-07-31T08:56:51Z,true,false,false,false,,
EvilMcJerkface/atlasdb,true,0,0,0,1,true,palantir/atlasdb,false,https://github.com/EvilMcJerkface/atlasdb.git,2019-05-17T21:24:49Z,false,true,false,false,0,100
ruediste/salta-benchmark,false,0,0,0,1,true,,,https://github.com/ruediste/salta-benchmark.git,2015-03-31T18:22:08Z,,true,false,false,0,15
johnlcox/motif,false,139,139,5,13,true,,,https://github.com/johnlcox/motif.git,2019-08-13T23:45:58Z,,true,false,false,0,69
d0k1/jitloganalyzer,false,0,0,0,1,true,,,https://github.com/d0k1/jitloganalyzer.git,2016-11-07T19:55:15Z,,true,false,false,0,24
jacek-lewandowski/jmh-jl,false,1,1,0,0,true,,,https://github.com/jacek-lewandowski/jmh-jl.git,2018-03-10T13:11:58Z,,true,false,false,0,2
volkodava/disruptor-benchmark-tests,false,1,1,1,1,true,,,https://github.com/volkodava/disruptor-benchmark-tests.git,2016-11-28T07:04:09Z,,true,false,false,0,18
ennerf/flatbuffers-java-benchmark,false,2,2,3,2,true,,,https://github.com/ennerf/flatbuffers-java-benchmark.git,2016-05-18T02:58:00Z,,true,false,false,0,8
eljobe/experiments,false,0,0,0,1,false,,,,,,false,,,,
Pitt112/night-hawk,false,0,0,0,1,true,,,https://github.com/Pitt112/night-hawk.git,2016-12-20T21:36:09Z,,true,false,false,0,48
atlassian/commonmark-java,false,1050,1050,136,129,true,,,https://github.com/atlassian/commonmark-java.git,2019-08-16T08:23:03Z,,true,false,false,18,100
milimetric/druid,true,0,0,0,1,true,apache/incubator-druid,false,https://github.com/milimetric/druid.git,2018-07-06T15:32:32Z,true,false,false,false,,
sormuras/treasure,false,0,0,0,1,true,,,https://github.com/sormuras/treasure.git,2016-02-09T09:59:44Z,,true,false,false,0,24
nickman/json-benchmark,false,0,0,0,1,true,,,https://github.com/nickman/json-benchmark.git,2016-01-11T11:33:44Z,,true,false,false,0,16
fabienrenaud/java-json-benchmark,false,437,437,57,30,true,,,https://github.com/fabienrenaud/java-json-benchmark.git,2019-08-14T15:38:59Z,,true,false,false,0,100
drankye/bufferalloc,false,0,0,0,1,true,,,https://github.com/drankye/bufferalloc.git,2014-10-16T08:03:50Z,,true,false,false,0,5
josegom/training,false,1,1,0,1,true,,,https://github.com/josegom/training.git,2018-04-19T17:16:51Z,,true,false,false,0,4
grpc/grpc-java,false,6502,6502,2074,541,true,,,https://github.com/grpc/grpc-java.git,2019-08-16T09:20:12Z,,true,false,false,56,100
cache2k/cache2k-benchmark,false,25,25,8,3,true,,,https://github.com/cache2k/cache2k-benchmark.git,2019-08-15T10:50:51Z,,true,false,false,0,100
kno10/reversegeocode,false,33,33,3,4,true,,,https://github.com/kno10/reversegeocode.git,2019-06-05T20:10:32Z,,true,false,false,0,31
arteam/100-Java-Concurrency-questions,false,86,86,32,10,true,,,https://github.com/arteam/100-Java-Concurrency-questions.git,2019-07-25T14:43:12Z,,true,false,false,0,100
wotifgroup/wotif-logutils,false,0,0,0,5,true,,,https://github.com/wotifgroup/wotif-logutils.git,2014-11-04T23:42:26Z,,true,false,false,0,13
akashche/tzdata-jmh,false,1,1,0,1,true,,,https://github.com/akashche/tzdata-jmh.git,2015-06-22T05:27:00Z,,true,false,false,0,4
shuyangzhou/netty,true,0,0,0,1,false,,,,,,false,,,,
davecramer/pgjdbc,true,0,0,0,1,true,pgjdbc/pgjdbc,true,https://github.com/davecramer/pgjdbc.git,2016-05-20T14:41:57Z,false,false,false,false,,
jchambers/netty,true,0,0,0,1,true,netty/netty,true,https://github.com/jchambers/netty.git,2019-06-02T15:29:18Z,true,false,false,false,,
jacek-rzrz/RxJava,true,0,0,0,1,true,ReactiveX/RxJava,true,https://github.com/jacek-rzrz/RxJava.git,2016-07-06T18:45:18Z,true,false,false,false,,
mshuler/cassandra,true,0,0,0,0,true,apache/cassandra,false,https://github.com/mshuler/cassandra.git,2019-07-09T01:28:34Z,false,true,false,false,0,100
debmalya/vigilant-tribble,false,1,1,0,1,true,,,https://github.com/debmalya/vigilant-tribble.git,2017-10-30T14:25:56Z,,true,false,false,0,32
stagemonitor/stagemonitor,false,1487,1487,247,123,true,,,https://github.com/stagemonitor/stagemonitor.git,2019-08-16T10:24:37Z,,true,false,false,90,100
Techcable/netty,true,0,0,0,1,true,netty/netty,true,https://github.com/Techcable/netty.git,2016-07-13T18:57:56Z,true,false,false,false,,
xnslong/logging-log4j2,true,0,0,0,1,true,apache/logging-log4j2,true,https://github.com/xnslong/logging-log4j2.git,2016-08-16T14:21:25Z,true,false,false,false,,
johngmyers/airlift,true,0,0,0,1,true,airlift/airlift,true,https://github.com/johngmyers/airlift.git,2018-11-24T21:50:08Z,false,false,false,false,,
antag99/artemis-odb,true,0,0,0,1,true,junkdog/artemis-odb,true,https://github.com/antag99/artemis-odb.git,2015-08-09T10:45:54Z,false,false,false,false,,
srvaroa/RxJava,true,0,0,0,1,false,,,,,,false,,,,
akarnokd/JCTools,true,0,0,0,1,true,JCTools/JCTools,true,https://github.com/akarnokd/JCTools.git,2015-04-22T19:22:09Z,false,false,false,false,,
MarkBruns/Hystrix,true,0,0,0,1,false,,,,,,false,,,,
akarnokd/akarnokd-misc,false,37,37,10,6,true,,,https://github.com/akarnokd/akarnokd-misc.git,2019-07-23T13:51:01Z,,true,false,false,0,100
shahankhatch/aurora,true,0,0,0,0,true,apache/aurora,false,https://github.com/shahankhatch/aurora.git,2015-09-09T03:36:12Z,false,true,false,false,0,100
erichwang/presto,true,0,0,1,8,true,prestodb/presto,false,https://github.com/erichwang/presto.git,2015-07-16T21:03:50Z,true,false,false,false,,
lexas2509/perf,false,0,0,0,1,true,,,https://github.com/lexas2509/perf.git,2015-04-08T20:08:27Z,,true,false,false,0,47
pdemanget/examples,false,0,0,0,1,true,,,https://github.com/pdemanget/examples.git,2019-03-29T15:55:31Z,,true,false,false,0,28
cogmission/htm.java,true,2,2,0,2,true,numenta/htm.java,false,https://github.com/cogmission/htm.java.git,2018-06-27T00:56:58Z,false,true,false,false,1,100
wuyinxian124/netty,true,0,0,0,0,true,netty/netty,true,https://github.com/wuyinxian124/netty.git,2015-04-17T08:21:51Z,true,false,false,false,,
d0k1/groovy-eval-bench,false,1,1,0,2,true,,,https://github.com/d0k1/groovy-eval-bench.git,2017-04-10T16:54:17Z,,true,false,false,0,36
relayrides/pushy,false,1045,1045,286,167,true,,,https://github.com/relayrides/pushy.git,2019-08-16T09:47:32Z,,true,false,false,42,100
denizdemir/presto,true,0,0,0,1,true,prestodb/presto,false,https://github.com/denizdemir/presto.git,2016-03-18T00:24:47Z,true,false,false,false,,
Netflix/spectator,false,510,510,103,368,true,,,https://github.com/Netflix/spectator.git,2019-08-16T04:06:08Z,,true,false,false,100,100
zapov/pgjdbc,true,0,0,0,0,true,pgjdbc/pgjdbc,true,https://github.com/zapov/pgjdbc.git,2016-06-28T00:33:06Z,true,false,false,false,,
Lessnic/CAISS,false,0,0,0,1,true,,,https://github.com/Lessnic/CAISS.git,2016-04-15T15:37:19Z,,true,false,false,2,83
SquidPony/SquidLib,false,273,273,42,36,true,,,https://github.com/SquidPony/SquidLib.git,2019-08-16T06:32:57Z,,true,false,false,15,100
maximenajim/nashorn-react-jmh-microbenchmark,false,0,0,0,0,true,,,https://github.com/maximenajim/nashorn-react-jmh-microbenchmark.git,2015-08-21T18:56:50Z,,true,false,false,0,4
Abnaxos/guards,false,1,1,0,1,true,,,https://github.com/Abnaxos/guards.git,2015-04-16T15:55:38Z,,true,false,false,0,70
FIXTradingCommunity/silverflash,false,15,15,4,13,true,,,https://github.com/FIXTradingCommunity/silverflash.git,2019-04-23T05:11:39Z,,true,false,false,2,60
mbosecke/pebble-benchmark,false,0,0,1,1,true,,,https://github.com/mbosecke/pebble-benchmark.git,2016-08-08T06:34:03Z,,true,false,false,0,20
stealthcode/RxJava,true,0,0,0,0,true,ReactiveX/RxJava,true,https://github.com/stealthcode/RxJava.git,2014-08-19T03:49:53Z,true,false,false,false,,
gianm/druid,true,2,2,0,1,true,apache/incubator-druid,false,https://github.com/gianm/druid.git,2019-08-01T01:02:20Z,true,false,false,false,,
ReactiveX/RxJava,false,40140,40140,6742,2370,true,,,https://github.com/ReactiveX/RxJava.git,2019-08-16T12:51:34Z,,true,false,false,100,100
kawasima/copyfile-benchmark,false,1,1,0,1,true,,,https://github.com/kawasima/copyfile-benchmark.git,2019-06-11T04:44:41Z,,true,false,false,0,2
pisfly/Chronicle-Queue,true,0,0,0,1,true,OpenHFT/Chronicle-Queue,false,https://github.com/pisfly/Chronicle-Queue.git,2015-03-28T20:21:24Z,false,true,false,false,0,100
rslemos/pet-grammars,false,0,0,0,1,true,,,https://github.com/rslemos/pet-grammars.git,2016-12-21T15:44:01Z,,true,false,false,0,23
Tammie47/inspectIT,true,0,0,0,1,true,NTDT-UniTuebingen/inspectIT,false,https://github.com/Tammie47/inspectIT.git,2016-01-13T10:06:24Z,false,true,false,false,0,100
gorcz/Hystrix,true,0,0,0,1,true,Netflix/Hystrix,false,https://github.com/gorcz/Hystrix.git,2015-05-18T15:15:52Z,true,false,false,false,,
mike-tr-adamson/cassandra,true,0,0,0,0,true,apache/cassandra,false,https://github.com/mike-tr-adamson/cassandra.git,2016-03-17T11:11:20Z,true,false,false,false,,
soenter/netty,true,1,1,0,0,true,netty/netty,true,https://github.com/soenter/netty.git,2019-08-13T15:33:41Z,true,false,false,false,,
thheller/shadow-pgsql,false,16,16,0,2,true,,,https://github.com/thheller/shadow-pgsql.git,2018-08-02T13:14:55Z,,true,false,false,0,96
xaeronation/benchmarks,false,0,0,0,0,true,,,https://github.com/iamdarksorcerer/java-jmh-benchmarks.git,2019-05-11T21:48:43Z,,true,false,false,0,14
gensym/jmh-lein-example,false,0,0,0,1,true,,,https://github.com/gensym/jmh-lein-example.git,2015-05-27T03:07:41Z,,true,false,false,0,1
jhalliday/hibernate-ogm,true,0,0,0,1,true,hibernate/hibernate-ogm,false,https://github.com/jhalliday/hibernate-ogm.git,2015-04-30T14:42:21Z,true,false,false,false,,
nurkiewicz/RxJava,true,1,1,1,1,true,ReactiveX/RxJava,true,https://github.com/nurkiewicz/RxJava.git,2017-09-03T20:10:49Z,true,false,false,false,,
cryptomator/siv-mode,false,19,19,3,12,true,,,https://github.com/cryptomator/siv-mode.git,2019-05-08T22:59:59Z,,true,false,false,10,100
mcculls/cglib,true,0,0,0,1,true,cglib/cglib,false,https://github.com/mcculls/cglib.git,2016-02-04T12:16:33Z,false,true,false,false,0,100
DLotts/incubator-rya,true,0,0,0,1,true,apache/incubator-rya,false,https://github.com/DLotts/incubator-rya.git,2016-03-18T19:22:23Z,false,true,false,false,0,100
karlicoss/autohash,false,5,5,0,1,true,,,https://github.com/karlicoss/autohash.git,2016-12-30T07:41:47Z,,true,false,false,0,26
google/conscrypt,false,614,614,109,38,true,,,https://github.com/google/conscrypt.git,2019-08-16T00:57:09Z,,true,false,false,0,100
h2oai/h2o-3,false,4244,4244,1557,395,true,,,https://github.com/h2oai/h2o-3.git,2019-08-16T07:05:41Z,,true,false,false,0,100
