"fenik17/netty","","","1.21","1.8","1.8","io.netty.buffer.CompositeByteBufWriteOutBenchmark.writeCBB","5","5","","1000000000","1000000000","","BOTH_SET","BOTH_SET","BOTH_UNSET","12","12","","1000000000","1000000000","","BOTH_SET","BOTH_SET","BOTH_UNSET","","","","","","","","","","","","","","","","","","","","0","false","false","false","false","false","size=io.netty.buffer.CompositeByteBufWriteOutBenchmark","size=64&size=1024&size=10240&size=102400&size=1024000","1","0","int","false","9ed774fb90f837da75905aa038f58b37ce0b72a774f05321289d3e118df86e31"
"fenik17/netty","","","1.21","1.8","1.8","io.netty.buffer.CompositeByteBufWriteOutBenchmark.writeFCBB","5","5","","1000000000","1000000000","","BOTH_SET","BOTH_SET","BOTH_UNSET","12","12","","1000000000","1000000000","","BOTH_SET","BOTH_SET","BOTH_UNSET","","","","","","","","","","","","","","","","","","","","0","false","false","false","false","false","size=io.netty.buffer.CompositeByteBufWriteOutBenchmark","size=64&size=1024&size=10240&size=102400&size=1024000","1","0","int","false","fd1b9396ead342d5c063a9b1034c7d0a110533a0135308fe69f4cce1934386c1"
"fenik17/netty","","","1.21","1.8","1.8","io.netty.buffer.CompositeByteBufRandomAccessBenchmark.setGetLong","5","5","","1000000000","1000000000","","BOTH_SET","BOTH_SET","BOTH_UNSET","10","10","","1000000000","1000000000","","BOTH_SET","BOTH_SET","BOTH_UNSET","","","","","","","","","","","","","","","","","","","","0","false","false","false","false","false","size=io.netty.buffer.CompositeByteBufRandomAccessBenchmark","size=64&size=10240&size=1024000","1","0","long","false","96ef6bea7f1199b9802ab10648d68a8e7c720a77c4e8ece4d160ab6c8091f41e"
"fenik17/netty","","","1.21","1.8","1.8","io.netty.buffer.CompositeByteBufRandomAccessBenchmark.setLong","5","5","","1000000000","1000000000","","BOTH_SET","BOTH_SET","BOTH_UNSET","10","10","","1000000000","1000000000","","BOTH_SET","BOTH_SET","BOTH_UNSET","","","","","","","","","","","","","","","","","","","","0","false","false","false","false","false","size=io.netty.buffer.CompositeByteBufRandomAccessBenchmark","size=64&size=10240&size=1024000","1","0","io.netty.buffer.ByteBuf","false","619764173634c766f378fbbd7165b9168909fda0b1986c087bf4856806578e77"
"fenik17/netty","","","1.21","1.8","1.8","io.netty.buffer.AbstractReferenceCountedByteBufBenchmark.retainReleaseUncontended","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","","0","false","false","false","false","false","delay=io.netty.buffer.AbstractReferenceCountedByteBufBenchmark","delay=1&delay=10&delay=100&delay=1000&delay=10000","1","0","boolean","false","f85cc4b38c2eedc4692caa458755e0e75b7dc31e1f68144818062dfd1913f7a5"
"fenik17/netty","","","1.21","1.8","1.8","io.netty.buffer.AbstractReferenceCountedByteBufBenchmark.retainReleaseContended","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","","0","false","false","false","false","false","delay=io.netty.buffer.AbstractReferenceCountedByteBufBenchmark","delay=1&delay=10&delay=100&delay=1000&delay=10000","1","0","boolean","false","1cefc5e33a6c770662078ebc9e69836fdf884adea089851d3054c030e4a6684e"
"fenik17/netty","","","1.21","1.8","1.8","io.netty.buffer.ByteBufAccessBenchmark.setGetLong","5","5","","1500000000","1500000000","","BOTH_SET","BOTH_SET","BOTH_UNSET","10","10","","1500000000","1500000000","","BOTH_SET","BOTH_SET","BOTH_UNSET","3","3","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","checkAccessible=io.netty.buffer.ByteBufAccessBenchmark&checkBounds=io.netty.buffer.ByteBufAccessBenchmark&batchSize=io.netty.buffer.ByteBufAccessBenchmark","checkAccessible=true&checkAccessible=false&checkBounds=true&checkBounds=false&batchSize=8","3","0","long","false","78787a9444df2760bda7e4242859154bb9167e0242945895c9fdbe121493dfd6"
"fenik17/netty","","","1.21","1.8","1.8","io.netty.buffer.ByteBufAccessBenchmark.setLong","5","5","","1500000000","1500000000","","BOTH_SET","BOTH_SET","BOTH_UNSET","10","10","","1500000000","1500000000","","BOTH_SET","BOTH_SET","BOTH_UNSET","3","3","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","checkAccessible=io.netty.buffer.ByteBufAccessBenchmark&checkBounds=io.netty.buffer.ByteBufAccessBenchmark&batchSize=io.netty.buffer.ByteBufAccessBenchmark","checkAccessible=true&checkAccessible=false&checkBounds=true&checkBounds=false&batchSize=8","3","0","io.netty.buffer.ByteBuf","false","32b383a58bd382818f28307bcdee60e31ed11e49d4b32ab5f613027ecffcbd0f"
"fenik17/netty","","","1.21","1.8","1.8","io.netty.buffer.ByteBufAccessBenchmark.readBatch","5","5","","1500000000","1500000000","","BOTH_SET","BOTH_SET","BOTH_UNSET","10","10","","1500000000","1500000000","","BOTH_SET","BOTH_SET","BOTH_UNSET","3","3","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","checkAccessible=io.netty.buffer.ByteBufAccessBenchmark&checkBounds=io.netty.buffer.ByteBufAccessBenchmark&batchSize=io.netty.buffer.ByteBufAccessBenchmark","checkAccessible=true&checkAccessible=false&checkBounds=true&checkBounds=false&batchSize=8","3","0","int","false","693c7712d68c2f12a8389e84185e1765e2f9b067ec106a6eb5a24263e58ae225"
"fenik17/netty","","","1.21","1.8","1.8","io.netty.buffer.ByteBufNoCleanerChangeCapacityBenchmark.capacityChange","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","10","10","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","true","","false","false","","false","false","","false","false","","","0","false","false","false","false","false","initialCapacity=io.netty.buffer.ByteBufNoCleanerChangeCapacityBenchmark","initialCapacity=1024","1","0","boolean","false","599ec31922c07c9b7103f6c99f59a95bb3130a3cab73f7034f86188aba03d98f"
